Date;Time;User;SensorID;SensorName;delta t;Unit;Value;Unit;Mode;Phase;Unit;Amplitude;Unit;Temp;Unit;patm;Unit;Salinity;Unit;Error;Cal0;Unit;T0;Unit;O2-2nd;Unit;Cal2nd;Unit;T2nd;Unit;CalPressure;Unit;f1;dPhi1;dkSv1;dPhi2;dkSv2;m;Cal Mode;SignalLEDCurrent;ReferenceLEDCurrent;ReferenceAmplitude;DeviceSerial;FwVersion;SensorType;BatchID;Calibration Date;Sensor lot;PreSens calibrated Sensor;Battery Voltage;Unit
02-Dec-2013;15:38:51;DABR          ;537189293 ;DP_19NOV;12.90;min;13.007;%a.s.;humid;50.007;deg;100821;uV;20.000;°C;989.520;mbar;0.0;pmil;0;60.360;deg;20.000;°C;100.000;%a.s.;28.100;deg;20.000;°C;960;mbar;0.8080;-0.08030;0.000433;0.00000;0.000000;29.87;humid;9;50.000;37640;SAAB0004000007;     p1.2.0.6 ;PSt3;131119-2;131202;100;1;4.924;V;
02-Dec-2013;15:38:54;DABR          ;537189293 ;DP_19NOV;12.95;min;12.830;%a.s.;humid;50.119;deg;101039;uV;20.000;°C;989.510;mbar;0.0;pmil;0;60.360;deg;20.000;°C;100.000;%a.s.;28.100;deg;20.000;°C;960;mbar;0.8080;-0.08030;0.000433;0.00000;0.000000;29.87;humid;9;50.000;37639;SAAB0004000007;     p1.2.0.6 ;PSt3;131119-2;131202;100;1;4.924;V;
02-Dec-2013;15:38:57;DABR          ;537189293 ;DP_19NOV;13.00;min;12.676;%a.s.;humid;50.216;deg;101220;uV;20.000;°C;989.540;mbar;0.0;pmil;0;60.360;deg;20.000;°C;100.000;%a.s.;28.100;deg;20.000;°C;960;mbar;0.8080;-0.08030;0.000433;0.00000;0.000000;29.87;humid;9;50.000;37638;SAAB0004000007;     p1.2.0.6 ;PSt3;131119-2;131202;100;1;4.923;V;
02-Dec-2013;15:39:00;DABR          ;537189293 ;DP_19NOV;13.05;min;12.527;%a.s.;humid;50.311;deg;101407;uV;20.000;°C;989.540;mbar;0.0;pmil;0;60.360;deg;20.000;°C;100.000;%a.s.;28.100;deg;20.000;°C;960;mbar;0.8080;-0.08030;0.000433;0.00000;0.000000;29.87;humid;9;50.000;37631;SAAB0004000007;     p1.2.0.6 ;PSt3;131119-2;131202;100;1;4.922;V;
02-Dec-2013;15:39:03;DABR          ;537189293 ;DP_19NOV;13.10;min;12.381;%a.s.;humid;50.405;deg;101589;uV;20.000;°C;989.510;mbar;0.0;pmil;0;60.360;deg;20.000;°C;100.000;%a.s.;28.100;deg;20.000;°C;960;mbar;0.8080;-0.08030;0.000433;0.00000;0.000000;29.87;humid;9;50.000;37631;SAAB0004000007;     p1.2.0.6 ;PSt3;131119-2;131202;100;1;4.922;V;
02-Dec-2013;15:39:06;DABR          ;537189293 ;DP_19NOV;13.15;min;12.234;%a.s.;humid;50.500;deg;101751;uV;20.000;°C;989.510;mbar;0.0;pmil;0;60.360;deg;20.000;°C;100.000;%a.s.;28.100;deg;20.000;°C;960;mbar;0.8080;-0.08030;0.000433;0.00000;0.000000;29.87;humid;9;50.000;37631;SAAB0004000007;     p1.2.0.6 ;PSt3;131119-2;131202;100;1;4.922;V;
02-Dec-2013;15:39:09;DABR          ;537189293 ;DP_19NOV;13.20;min;12.107;%a.s.;humid;50.582;deg;101915;uV;20.000;°C;989.510;mbar;0.0;pmil;0;60.360;deg;20.000;°C;100.000;%a.s.;28.100;deg;20.000;°C;960;mbar;0.8080;-0.08030;0.000433;0.00000;0.000000;29.87;humid;9;50.000;37623;SAAB0004000007;     p1.2.0.6 ;PSt3;131119-2;131202;100;1;4.924;V;
02-Dec-2013;15:39:12;DABR          ;537189293 ;DP_19NOV;13.25;min;11.978;%a.s.;humid;50.666;deg;102076;uV;20.000;°C;989.490;mbar;0.0;pmil;0;60.360;deg;20.000;°C;100.000;%a.s.;28.100;deg;20.000;°C;960;mbar;0.8080;-0.08030;0.000433;0.00000;0.000000;29.87;humid;9;50.000;37627;SAAB0004000007;     p1.2.0.6 ;PSt3;131119-2;131202;100;1;4.923;V;
02-Dec-2013;15:39:15;DABR          ;537189293 ;DP_19NOV;13.30;min;11.860;%a.s.;humid;50.743;deg;102218;uV;20.000;°C;989.470;mbar;0.0;pmil;0;60.360;deg;20.000;°C;100.000;%a.s.;28.100;deg;20.000;°C;960;mbar;0.8080;-0.08030;0.000433;0.00000;0.000000;29.87;humid;9;50.000;37618;SAAB0004000007;     p1.2.0.6 ;PSt3;131119-2;131202;100;1;4.922;V;
02-Dec-2013;15:39:18;DABR          ;537189293 ;DP_19NOV;13.35;min;11.760;%a.s.;humid;50.808;deg;102374;uV;20.000;°C;989.530;mbar;0.0;pmil;0;60.360;deg;20.000;°C;100.000;%a.s.;28.100;deg;20.000;°C;960;mbar;0.8080;-0.08030;0.000433;0.00000;0.000000;29.87;humid;9;50.000;37629;SAAB0004000007;     p1.2.0.6 ;PSt3;131119-2;131202;100;1;4.924;V;
02-Dec-2013;15:39:21;DABR          ;537189293 ;DP_19NOV;13.40;min;11.668;%a.s.;humid;50.869;deg;102496;uV;20.000;°C;989.450;mbar;0.0;pmil;0;60.360;deg;20.000;°C;100.000;%a.s.;28.100;deg;20.000;°C;960;mbar;0.8080;-0.08030;0.000433;0.00000;0.000000;29.87;humid;9;50.000;37619;SAAB0004000007;     p1.2.0.6 ;PSt3;131119-2;131202;100;1;4.924;V;
02-Dec-2013;15:39:24;DABR          ;537189293 ;DP_19NOV;13.45;min;11.580;%a.s.;humid;50.927;deg;102619;uV;20.000;°C;989.490;mbar;0.0;pmil;0;60.360;deg;20.000;°C;100.000;%a.s.;28.100;deg;20.000;°C;960;mbar;0.8080;-0.08030;0.000433;0.00000;0.000000;29.87;humid;9;50.000;37622;SAAB0004000007;     p1.2.0.6 ;PSt3;131119-2;131202;100;1;4.923;V;
02-Dec-2013;15:39:27;DABR          ;537189293 ;DP_19NOV;13.50;min;11.489;%a.s.;humid;50.987;deg;102709;uV;20.000;°C;989.460;mbar;0.0;pmil;0;60.360;deg;20.000;°C;100.000;%a.s.;28.100;deg;20.000;°C;960;mbar;0.8080;-0.08030;0.000433;0.00000;0.000000;29.87;humid;9;50.000;37625;SAAB0004000007;     p1.2.0.6 ;PSt3;131119-2;131202;100;1;4.922;V;
02-Dec-2013;15:39:30;DABR          ;537189293 ;DP_19NOV;13.55;min;11.410;%a.s.;humid;51.039;deg;102817;uV;20.000;°C;989.500;mbar;0.0;pmil;0;60.360;deg;20.000;°C;100.000;%a.s.;28.100;deg;20.000;°C;960;mbar;0.8080;-0.08030;0.000433;0.00000;0.000000;29.87;humid;9;50.000;37624;SAAB0004000007;     p1.2.0.6 ;PSt3;131119-2;131202;100;1;4.922;V;
02-Dec-2013;15:39:33;DABR          ;537189293 ;DP_19NOV;13.60;min;11.315;%a.s.;humid;51.102;deg;102927;uV;20.000;°C;989.510;mbar;0.0;pmil;0;60.360;deg;20.000;°C;100.000;%a.s.;28.100;deg;20.000;°C;960;mbar;0.8080;-0.08030;0.000433;0.00000;0.000000;29.87;humid;9;50.000;37612;SAAB0004000007;     p1.2.0.6 ;PSt3;131119-2;131202;100;1;4.921;V;
02-Dec-2013;15:39:36;DABR          ;537189293 ;DP_19NOV;13.65;min;11.243;%a.s.;humid;51.150;deg;103019;uV;20.000;°C;989.530;mbar;0.0;pmil;0;60.360;deg;20.000;°C;100.000;%a.s.;28.100;deg;20.000;°C;960;mbar;0.8080;-0.08030;0.000433;0.00000;0.000000;29.87;humid;9;50.000;37615;SAAB0004000007;     p1.2.0.6 ;PSt3;131119-2;131202;100;1;4.922;V;
02-Dec-2013;15:39:39;DABR          ;537189293 ;DP_19NOV;13.70;min;11.164;%a.s.;humid;51.203;deg;103115;uV;20.000;°C;989.470;mbar;0.0;pmil;0;60.360;deg;20.000;°C;100.000;%a.s.;28.100;deg;20.000;°C;960;mbar;0.8080;-0.08030;0.000433;0.00000;0.000000;29.87;humid;9;50.000;37606;SAAB0004000007;     p1.2.0.6 ;PSt3;131119-2;131202;100;1;4.922;V;
02-Dec-2013;15:39:42;DABR          ;537189293 ;DP_19NOV;13.75;min;11.110;%a.s.;humid;51.239;deg;103205;uV;20.000;°C;989.580;mbar;0.0;pmil;0;60.360;deg;20.000;°C;100.000;%a.s.;28.100;deg;20.000;°C;960;mbar;0.8080;-0.08030;0.000433;0.00000;0.000000;29.87;humid;9;50.000;37617;SAAB0004000007;     p1.2.0.6 ;PSt3;131119-2;131202;100;1;4.921;V;
02-Dec-2013;15:39:45;DABR          ;537189293 ;DP_19NOV;13.80;min;11.042;%a.s.;humid;51.285;deg;103296;uV;20.000;°C;989.450;mbar;0.0;pmil;0;60.360;deg;20.000;°C;100.000;%a.s.;28.100;deg;20.000;°C;960;mbar;0.8080;-0.08030;0.000433;0.00000;0.000000;29.87;humid;9;50.000;37609;SAAB0004000007;     p1.2.0.6 ;PSt3;131119-2;131202;100;1;4.920;V;
02-Dec-2013;15:39:48;DABR          ;537189293 ;DP_19NOV;13.85;min;10.965;%a.s.;humid;51.337;deg;103379;uV;20.000;°C;989.470;mbar;0.0;pmil;0;60.360;deg;20.000;°C;100.000;%a.s.;28.100;deg;20.000;°C;960;mbar;0.8080;-0.08030;0.000433;0.00000;0.000000;29.87;humid;9;50.000;37612;SAAB0004000007;     p1.2.0.6 ;PSt3;131119-2;131202;100;1;4.921;V;
02-Dec-2013;15:39:51;DABR          ;537189293 ;DP_19NOV;13.90;min;10.920;%a.s.;humid;51.367;deg;103453;uV;20.000;°C;989.480;mbar;0.0;pmil;0;60.360;deg;20.000;°C;100.000;%a.s.;28.100;deg;20.000;°C;960;mbar;0.8080;-0.08030;0.000433;0.00000;0.000000;29.87;humid;9;50.000;37605;SAAB0004000007;     p1.2.0.6 ;PSt3;131119-2;131202;100;1;4.920;V;
02-Dec-2013;15:39:54;DABR          ;537189293 ;DP_19NOV;13.95;min;10.849;%a.s.;humid;51.415;deg;103542;uV;20.000;°C;989.510;mbar;0.0;pmil;0;60.360;deg;20.000;°C;100.000;%a.s.;28.100;deg;20.000;°C;960;mbar;0.8080;-0.08030;0.000433;0.00000;0.000000;29.87;humid;9;50.000;37605;SAAB0004000007;     p1.2.0.6 ;PSt3;131119-2;131202;100;1;4.922;V;
02-Dec-2013;15:39:57;DABR          ;537189293 ;DP_19NOV;14.00;min;10.790;%a.s.;humid;51.455;deg;103610;uV;20.000;°C;989.490;mbar;0.0;pmil;0;60.360;deg;20.000;°C;100.000;%a.s.;28.100;deg;20.000;°C;960;mbar;0.8080;-0.08030;0.000433;0.00000;0.000000;29.87;humid;9;50.000;37605;SAAB0004000007;     p1.2.0.6 ;PSt3;131119-2;131202;100;1;4.922;V;
02-Dec-2013;15:40:00;DABR          ;537189293 ;DP_19NOV;14.05;min;10.731;%a.s.;humid;51.495;deg;103679;uV;20.000;°C;989.490;mbar;0.0;pmil;0;60.360;deg;20.000;°C;100.000;%a.s.;28.100;deg;20.000;°C;960;mbar;0.8080;-0.08030;0.000433;0.00000;0.000000;29.87;humid;9;50.000;37601;SAAB0004000007;     p1.2.0.6 ;PSt3;131119-2;131202;100;1;4.920;V;
02-Dec-2013;15:40:03;DABR          ;537189293 ;DP_19NOV;14.10;min;10.668;%a.s.;humid;51.538;deg;103757;uV;20.000;°C;989.520;mbar;0.0;pmil;0;60.360;deg;20.000;°C;100.000;%a.s.;28.100;deg;20.000;°C;960;mbar;0.8080;-0.08030;0.000433;0.00000;0.000000;29.87;humid;9;50.000;37603;SAAB0004000007;     p1.2.0.6 ;PSt3;131119-2;131202;100;1;4.921;V;
02-Dec-2013;15:40:06;DABR          ;537189293 ;DP_19NOV;14.15;min;10.599;%a.s.;humid;51.585;deg;103839;uV;20.000;°C;989.490;mbar;0.0;pmil;0;60.360;deg;20.000;°C;100.000;%a.s.;28.100;deg;20.000;°C;960;mbar;0.8080;-0.08030;0.000433;0.00000;0.000000;29.87;humid;9;50.000;37600;SAAB0004000007;     p1.2.0.6 ;PSt3;131119-2;131202;100;1;4.922;V;
02-Dec-2013;15:40:09;DABR          ;537189293 ;DP_19NOV;14.20;min;10.536;%a.s.;humid;51.628;deg;103918;uV;20.000;°C;989.510;mbar;0.0;pmil;0;60.360;deg;20.000;°C;100.000;%a.s.;28.100;deg;20.000;°C;960;mbar;0.8080;-0.08030;0.000433;0.00000;0.000000;29.87;humid;9;50.000;37597;SAAB0004000007;     p1.2.0.6 ;PSt3;131119-2;131202;100;1;4.921;V;
02-Dec-2013;15:40:12;DABR          ;537189293 ;DP_19NOV;14.25;min;10.481;%a.s.;humid;51.665;deg;104000;uV;20.000;°C;989.530;mbar;0.0;pmil;0;60.360;deg;20.000;°C;100.000;%a.s.;28.100;deg;20.000;°C;960;mbar;0.8080;-0.08030;0.000433;0.00000;0.000000;29.87;humid;9;50.000;37597;SAAB0004000007;     p1.2.0.6 ;PSt3;131119-2;131202;100;1;4.920;V;
02-Dec-2013;15:40:15;DABR          ;537189293 ;DP_19NOV;14.30;min;10.408;%a.s.;humid;51.715;deg;104072;uV;20.000;°C;989.560;mbar;0.0;pmil;0;60.360;deg;20.000;°C;100.000;%a.s.;28.100;deg;20.000;°C;960;mbar;0.8080;-0.08030;0.000433;0.00000;0.000000;29.87;humid;9;50.000;37597;SAAB0004000007;     p1.2.0.6 ;PSt3;131119-2;131202;100;1;4.921;V;
02-Dec-2013;15:40:18;DABR          ;537189293 ;DP_19NOV;14.35;min;10.371;%a.s.;humid;51.741;deg;104151;uV;20.000;°C;989.480;mbar;0.0;pmil;0;60.360;deg;20.000;°C;100.000;%a.s.;28.100;deg;20.000;°C;960;mbar;0.8080;-0.08030;0.000433;0.00000;0.000000;29.87;humid;9;50.000;37589;SAAB0004000007;     p1.2.0.6 ;PSt3;131119-2;131202;100;1;4.919;V;
02-Dec-2013;15:40:21;DABR          ;537189293 ;DP_19NOV;14.40;min;10.288;%a.s.;humid;51.798;deg;104204;uV;20.000;°C;989.510;mbar;0.0;pmil;0;60.360;deg;20.000;°C;100.000;%a.s.;28.100;deg;20.000;°C;960;mbar;0.8080;-0.08030;0.000433;0.00000;0.000000;29.87;humid;9;50.000;37599;SAAB0004000007;     p1.2.0.6 ;PSt3;131119-2;131202;100;1;4.920;V;
02-Dec-2013;15:40:24;DABR          ;537189293 ;DP_19NOV;14.45;min;10.236;%a.s.;humid;51.834;deg;104281;uV;20.000;°C;989.530;mbar;0.0;pmil;0;60.360;deg;20.000;°C;100.000;%a.s.;28.100;deg;20.000;°C;960;mbar;0.8080;-0.08030;0.000433;0.00000;0.000000;29.87;humid;9;50.000;37591;SAAB0004000007;     p1.2.0.6 ;PSt3;131119-2;131202;100;1;4.919;V;
02-Dec-2013;15:40:27;DABR          ;537189293 ;DP_19NOV;14.50;min;10.158;%a.s.;humid;51.888;deg;104364;uV;20.000;°C;989.490;mbar;0.0;pmil;0;60.360;deg;20.000;°C;100.000;%a.s.;28.100;deg;20.000;°C;960;mbar;0.8080;-0.08030;0.000433;0.00000;0.000000;29.87;humid;9;50.000;37593;SAAB0004000007;     p1.2.0.6 ;PSt3;131119-2;131202;100;1;4.919;V;
02-Dec-2013;15:40:30;DABR          ;537189293 ;DP_19NOV;14.55;min;10.081;%a.s.;humid;51.941;deg;104439;uV;20.000;°C;989.510;mbar;0.0;pmil;0;60.360;deg;20.000;°C;100.000;%a.s.;28.100;deg;20.000;°C;960;mbar;0.8080;-0.08030;0.000433;0.00000;0.000000;29.87;humid;9;50.000;37585;SAAB0004000007;     p1.2.0.6 ;PSt3;131119-2;131202;100;1;4.919;V;
02-Dec-2013;15:40:33;DABR          ;537189293 ;DP_19NOV;14.60;min;10.015;%a.s.;humid;51.987;deg;104525;uV;20.000;°C;989.510;mbar;0.0;pmil;0;60.360;deg;20.000;°C;100.000;%a.s.;28.100;deg;20.000;°C;960;mbar;0.8080;-0.08030;0.000433;0.00000;0.000000;29.87;humid;9;50.000;37583;SAAB0004000007;     p1.2.0.6 ;PSt3;131119-2;131202;100;1;4.918;V;
02-Dec-2013;15:40:36;DABR          ;537189293 ;DP_19NOV;14.65;min;9.954;%a.s.;humid;52.030;deg;104615;uV;20.000;°C;989.490;mbar;0.0;pmil;0;60.360;deg;20.000;°C;100.000;%a.s.;28.100;deg;20.000;°C;960;mbar;0.8080;-0.08030;0.000433;0.00000;0.000000;29.87;humid;9;50.000;37589;SAAB0004000007;     p1.2.0.6 ;PSt3;131119-2;131202;100;1;4.920;V;
02-Dec-2013;15:40:39;DABR          ;537189293 ;DP_19NOV;14.70;min;9.890;%a.s.;humid;52.074;deg;104706;uV;20.000;°C;989.520;mbar;0.0;pmil;0;60.360;deg;20.000;°C;100.000;%a.s.;28.100;deg;20.000;°C;960;mbar;0.8080;-0.08030;0.000433;0.00000;0.000000;29.87;humid;9;50.000;37581;SAAB0004000007;     p1.2.0.6 ;PSt3;131119-2;131202;100;1;4.918;V;
02-Dec-2013;15:40:42;DABR          ;537189293 ;DP_19NOV;14.75;min;9.809;%a.s.;humid;52.131;deg;104778;uV;20.000;°C;989.520;mbar;0.0;pmil;0;60.360;deg;20.000;°C;100.000;%a.s.;28.100;deg;20.000;°C;960;mbar;0.8080;-0.08030;0.000433;0.00000;0.000000;29.87;humid;9;50.000;37584;SAAB0004000007;     p1.2.0.6 ;PSt3;131119-2;131202;100;1;4.943;V;
02-Dec-2013;15:40:45;DABR          ;537189293 ;DP_19NOV;14.80;min;9.740;%a.s.;humid;52.179;deg;104859;uV;20.000;°C;989.530;mbar;0.0;pmil;0;60.360;deg;20.000;°C;100.000;%a.s.;28.100;deg;20.000;°C;960;mbar;0.8080;-0.08030;0.000433;0.00000;0.000000;29.87;humid;9;50.000;37576;SAAB0004000007;     p1.2.0.6 ;PSt3;131119-2;131202;100;1;4.943;V;
02-Dec-2013;15:40:48;DABR          ;537189293 ;DP_19NOV;14.85;min;9.658;%a.s.;humid;52.237;deg;104945;uV;20.000;°C;989.510;mbar;0.0;pmil;0;60.360;deg;20.000;°C;100.000;%a.s.;28.100;deg;20.000;°C;960;mbar;0.8080;-0.08030;0.000433;0.00000;0.000000;29.87;humid;9;50.000;37586;SAAB0004000007;     p1.2.0.6 ;PSt3;131119-2;131202;100;1;4.943;V;
02-Dec-2013;15:40:51;DABR          ;537189293 ;DP_19NOV;14.90;min;9.586;%a.s.;humid;52.288;deg;105050;uV;20.000;°C;989.500;mbar;0.0;pmil;0;60.360;deg;20.000;°C;100.000;%a.s.;28.100;deg;20.000;°C;960;mbar;0.8080;-0.08030;0.000433;0.00000;0.000000;29.87;humid;9;50.000;37580;SAAB0004000007;     p1.2.0.6 ;PSt3;131119-2;131202;100;1;4.944;V;
02-Dec-2013;15:40:54;DABR          ;537189293 ;DP_19NOV;14.95;min;9.517;%a.s.;humid;52.337;deg;105146;uV;20.000;°C;989.510;mbar;0.0;pmil;0;60.360;deg;20.000;°C;100.000;%a.s.;28.100;deg;20.000;°C;960;mbar;0.8080;-0.08030;0.000433;0.00000;0.000000;29.87;humid;9;50.000;37578;SAAB0004000007;     p1.2.0.6 ;PSt3;131119-2;131202;100;1;4.943;V;
02-Dec-2013;15:40:57;DABR          ;537189293 ;DP_19NOV;15.00;min;9.438;%a.s.;humid;52.393;deg;105246;uV;20.000;°C;989.510;mbar;0.0;pmil;0;60.360;deg;20.000;°C;100.000;%a.s.;28.100;deg;20.000;°C;960;mbar;0.8080;-0.08030;0.000433;0.00000;0.000000;29.87;humid;9;50.000;37576;SAAB0004000007;     p1.2.0.6 ;PSt3;131119-2;131202;100;1;4.943;V;
02-Dec-2013;15:41:00;DABR          ;537189293 ;DP_19NOV;15.05;min;9.366;%a.s.;humid;52.444;deg;105329;uV;20.000;°C;989.490;mbar;0.0;pmil;0;60.360;deg;20.000;°C;100.000;%a.s.;28.100;deg;20.000;°C;960;mbar;0.8080;-0.08030;0.000433;0.00000;0.000000;29.87;humid;9;50.000;37572;SAAB0004000007;     p1.2.0.6 ;PSt3;131119-2;131202;100;1;4.944;V;
02-Dec-2013;15:41:03;DABR          ;537189293 ;DP_19NOV;15.10;min;9.292;%a.s.;humid;52.497;deg;105429;uV;20.000;°C;989.510;mbar;0.0;pmil;0;60.360;deg;20.000;°C;100.000;%a.s.;28.100;deg;20.000;°C;960;mbar;0.8080;-0.08030;0.000433;0.00000;0.000000;29.87;humid;9;50.000;37574;SAAB0004000007;     p1.2.0.6 ;PSt3;131119-2;131202;100;1;4.943;V;
02-Dec-2013;15:41:06;DABR          ;537189293 ;DP_19NOV;15.15;min;9.227;%a.s.;humid;52.543;deg;105507;uV;20.000;°C;989.490;mbar;0.0;pmil;0;60.360;deg;20.000;°C;100.000;%a.s.;28.100;deg;20.000;°C;960;mbar;0.8080;-0.08030;0.000433;0.00000;0.000000;29.87;humid;9;50.000;37572;SAAB0004000007;     p1.2.0.6 ;PSt3;131119-2;131202;100;1;4.944;V;
02-Dec-2013;15:41:09;DABR          ;537189293 ;DP_19NOV;15.20;min;9.164;%a.s.;humid;52.588;deg;105592;uV;20.000;°C;989.560;mbar;0.0;pmil;0;60.360;deg;20.000;°C;100.000;%a.s.;28.100;deg;20.000;°C;960;mbar;0.8080;-0.08030;0.000433;0.00000;0.000000;29.87;humid;9;50.000;37572;SAAB0004000007;     p1.2.0.6 ;PSt3;131119-2;131202;100;1;4.943;V;
02-Dec-2013;15:41:12;DABR          ;537189293 ;DP_19NOV;15.25;min;9.109;%a.s.;humid;52.628;deg;105699;uV;20.000;°C;989.470;mbar;0.0;pmil;0;60.360;deg;20.000;°C;100.000;%a.s.;28.100;deg;20.000;°C;960;mbar;0.8080;-0.08030;0.000433;0.00000;0.000000;29.87;humid;9;50.000;37570;SAAB0004000007;     p1.2.0.6 ;PSt3;131119-2;131202;100;1;4.943;V;
02-Dec-2013;15:41:15;DABR          ;537189293 ;DP_19NOV;15.30;min;9.029;%a.s.;humid;52.685;deg;105783;uV;20.000;°C;989.520;mbar;0.0;pmil;0;60.360;deg;20.000;°C;100.000;%a.s.;28.100;deg;20.000;°C;960;mbar;0.8080;-0.08030;0.000433;0.00000;0.000000;29.87;humid;9;50.000;37574;SAAB0004000007;     p1.2.0.6 ;PSt3;131119-2;131202;100;1;4.942;V;
02-Dec-2013;15:41:18;DABR          ;537189293 ;DP_19NOV;15.35;min;8.963;%a.s.;humid;52.732;deg;105863;uV;20.000;°C;989.580;mbar;0.0;pmil;0;60.360;deg;20.000;°C;100.000;%a.s.;28.100;deg;20.000;°C;960;mbar;0.8080;-0.08030;0.000433;0.00000;0.000000;29.87;humid;9;50.000;37569;SAAB0004000007;     p1.2.0.6 ;PSt3;131119-2;131202;100;1;4.943;V;
02-Dec-2013;15:41:21;DABR          ;537189293 ;DP_19NOV;15.40;min;8.903;%a.s.;humid;52.776;deg;105947;uV;20.000;°C;989.480;mbar;0.0;pmil;0;60.360;deg;20.000;°C;100.000;%a.s.;28.100;deg;20.000;°C;960;mbar;0.8080;-0.08030;0.000433;0.00000;0.000000;29.87;humid;9;50.000;37569;SAAB0004000007;     p1.2.0.6 ;PSt3;131119-2;131202;100;1;4.943;V;
02-Dec-2013;15:41:24;DABR          ;537189293 ;DP_19NOV;15.45;min;8.850;%a.s.;humid;52.814;deg;106018;uV;20.000;°C;989.530;mbar;0.0;pmil;0;60.360;deg;20.000;°C;100.000;%a.s.;28.100;deg;20.000;°C;960;mbar;0.8080;-0.08030;0.000433;0.00000;0.000000;29.87;humid;9;50.000;37567;SAAB0004000007;     p1.2.0.6 ;PSt3;131119-2;131202;100;1;4.943;V;
02-Dec-2013;15:41:27;DABR          ;537189293 ;DP_19NOV;15.50;min;8.794;%a.s.;humid;52.855;deg;106090;uV;20.000;°C;989.560;mbar;0.0;pmil;0;60.360;deg;20.000;°C;100.000;%a.s.;28.100;deg;20.000;°C;960;mbar;0.8080;-0.08030;0.000433;0.00000;0.000000;29.87;humid;9;50.000;37565;SAAB0004000007;     p1.2.0.6 ;PSt3;131119-2;131202;100;1;4.943;V;
02-Dec-2013;15:41:30;DABR          ;537189293 ;DP_19NOV;15.55;min;8.735;%a.s.;humid;52.898;deg;106171;uV;20.000;°C;989.550;mbar;0.0;pmil;0;60.360;deg;20.000;°C;100.000;%a.s.;28.100;deg;20.000;°C;960;mbar;0.8080;-0.08030;0.000433;0.00000;0.000000;29.87;humid;9;50.000;37566;SAAB0004000007;     p1.2.0.6 ;PSt3;131119-2;131202;100;1;4.945;V;
02-Dec-2013;15:41:33;DABR          ;537189293 ;DP_19NOV;15.60;min;8.680;%a.s.;humid;52.938;deg;106252;uV;20.000;°C;989.550;mbar;0.0;pmil;0;60.360;deg;20.000;°C;100.000;%a.s.;28.100;deg;20.000;°C;960;mbar;0.8080;-0.08030;0.000433;0.00000;0.000000;29.87;humid;9;50.000;37559;SAAB0004000007;     p1.2.0.6 ;PSt3;131119-2;131202;100;1;4.943;V;
02-Dec-2013;15:41:36;DABR          ;537189293 ;DP_19NOV;15.65;min;8.608;%a.s.;humid;52.990;deg;106330;uV;20.000;°C;989.540;mbar;0.0;pmil;0;60.360;deg;20.000;°C;100.000;%a.s.;28.100;deg;20.000;°C;960;mbar;0.8080;-0.08030;0.000433;0.00000;0.000000;29.87;humid;9;50.000;37560;SAAB0004000007;     p1.2.0.6 ;PSt3;131119-2;131202;100;1;4.944;V;
02-Dec-2013;15:41:39;DABR          ;537189293 ;DP_19NOV;15.70;min;8.577;%a.s.;humid;53.013;deg;106390;uV;20.000;°C;989.530;mbar;0.0;pmil;0;60.360;deg;20.000;°C;100.000;%a.s.;28.100;deg;20.000;°C;960;mbar;0.8080;-0.08030;0.000433;0.00000;0.000000;29.87;humid;9;50.000;37558;SAAB0004000007;     p1.2.0.6 ;PSt3;131119-2;131202;100;1;4.945;V;
02-Dec-2013;15:41:42;DABR          ;537189293 ;DP_19NOV;15.75;min;8.499;%a.s.;humid;53.070;deg;106461;uV;20.000;°C;989.520;mbar;0.0;pmil;0;60.360;deg;20.000;°C;100.000;%a.s.;28.100;deg;20.000;°C;960;mbar;0.8080;-0.08030;0.000433;0.00000;0.000000;29.87;humid;9;50.000;37557;SAAB0004000007;     p1.2.0.6 ;PSt3;131119-2;131202;100;1;4.944;V;
02-Dec-2013;15:41:45;DABR          ;537189293 ;DP_19NOV;15.80;min;8.457;%a.s.;humid;53.101;deg;106525;uV;20.000;°C;989.560;mbar;0.0;pmil;0;60.360;deg;20.000;°C;100.000;%a.s.;28.100;deg;20.000;°C;960;mbar;0.8080;-0.08030;0.000433;0.00000;0.000000;29.87;humid;9;50.000;37561;SAAB0004000007;     p1.2.0.6 ;PSt3;131119-2;131202;100;1;4.943;V;
02-Dec-2013;15:41:48;DABR          ;537189293 ;DP_19NOV;15.85;min;8.403;%a.s.;humid;53.141;deg;106590;uV;20.000;°C;989.540;mbar;0.0;pmil;0;60.360;deg;20.000;°C;100.000;%a.s.;28.100;deg;20.000;°C;960;mbar;0.8080;-0.08030;0.000433;0.00000;0.000000;29.87;humid;9;50.000;37558;SAAB0004000007;     p1.2.0.6 ;PSt3;131119-2;131202;100;1;4.944;V;
02-Dec-2013;15:41:51;DABR          ;537189293 ;DP_19NOV;15.90;min;8.365;%a.s.;humid;53.169;deg;106648;uV;20.000;°C;989.540;mbar;0.0;pmil;0;60.360;deg;20.000;°C;100.000;%a.s.;28.100;deg;20.000;°C;960;mbar;0.8080;-0.08030;0.000433;0.00000;0.000000;29.87;humid;9;50.000;37553;SAAB0004000007;     p1.2.0.6 ;PSt3;131119-2;131202;100;1;4.942;V;
