#--- System ------------------------------------------------------------------------------
#Data from PyroScience Workbench V1.4.7.2305   www.pyroscience.com
#17951A
#--- Instrument --------------------------------------------------------------------------
#Device: FireSting-O2-4Ch_1 [A] FSO2-C4 SN:2411E5085967340C Firmware:4.11 Build:001
#--- Channel -----------------------------------------------------------------------------
#Channel [A T1] - PT100 Temperature Sensor - Calibration offset = 0.00∞C
#--- Measurement Data --------------------------------------------------------------------
Date [A T1]	Time [A T1]	 dt (s) [A T1]	Sample Temp. (∞C) [A T1]	Status [A T1]
12-07-2024	09:13:51.971	2.190	23.851	OK
12-07-2024	09:13:53.968	4.187	23.850	OK
12-07-2024	09:13:55.969	6.188	23.849	OK
12-07-2024	09:13:57.970	8.190	23.849	OK
12-07-2024	09:13:59.802	10.021	23.850	OK
12-07-2024	09:14:01.972	12.191	23.852	OK
12-07-2024	09:14:03.973	14.192	23.850	OK
12-07-2024	09:14:05.975	16.194	23.849	OK
12-07-2024	09:14:07.974	18.193	23.854	OK
12-07-2024	09:14:09.976	20.195	23.852	OK
12-07-2024	09:14:11.973	22.192	23.853	OK
12-07-2024	09:14:13.981	24.201	23.854	OK
12-07-2024	09:14:15.977	26.196	23.852	OK
12-07-2024	09:14:17.975	28.194	23.853	OK
12-07-2024	09:14:19.981	30.200	23.849	OK
12-07-2024	09:14:21.980	32.199	23.841	OK
12-07-2024	09:14:23.979	34.198	23.845	OK
12-07-2024	09:14:25.980	36.199	23.843	OK
12-07-2024	09:14:27.984	38.203	23.844	OK
12-07-2024	09:14:29.986	40.205	23.852	OK
12-07-2024	09:14:31.985	42.205	23.851	OK
12-07-2024	09:14:33.988	44.207	23.852	OK
12-07-2024	09:14:35.986	46.205	23.854	OK
12-07-2024	09:14:37.984	48.203	23.852	OK
12-07-2024	09:14:39.983	50.202	23.852	OK
12-07-2024	09:14:41.988	52.207	23.850	OK
12-07-2024	09:14:43.987	54.206	23.851	OK
12-07-2024	09:14:45.984	56.203	23.848	OK
12-07-2024	09:14:47.986	58.205	23.849	OK
12-07-2024	09:14:49.988	60.207	23.851	OK
12-07-2024	09:14:51.989	62.208	23.844	OK
12-07-2024	09:14:53.992	64.211	23.845	OK
12-07-2024	09:14:55.988	66.207	23.846	OK
12-07-2024	09:14:57.989	68.208	23.843	OK
12-07-2024	09:14:59.993	70.212	23.840	OK
12-07-2024	09:15:01.990	72.209	23.839	OK
12-07-2024	09:15:03.990	74.209	23.838	OK
12-07-2024	09:15:05.987	76.206	23.837	OK
12-07-2024	09:15:07.990	78.209	23.839	OK
12-07-2024	09:15:09.990	80.209	23.840	OK
12-07-2024	09:15:11.993	82.212	23.838	OK
12-07-2024	09:15:13.992	84.211	23.840	OK
12-07-2024	09:15:15.993	86.212	23.842	OK
12-07-2024	09:15:17.994	88.213	23.843	OK
12-07-2024	09:15:19.996	90.215	23.844	OK
12-07-2024	09:15:21.995	92.214	23.846	OK
12-07-2024	09:15:23.994	94.213	23.848	OK
12-07-2024	09:15:25.996	96.216	23.849	OK
12-07-2024	09:15:27.996	98.215	23.851	OK
12-07-2024	09:15:29.994	100.213	23.854	OK
12-07-2024	09:15:31.996	102.215	23.855	OK
12-07-2024	09:15:33.999	104.218	23.854	OK
12-07-2024	09:15:35.998	106.218	23.857	OK
12-07-2024	09:15:37.998	108.217	23.853	OK
12-07-2024	09:15:39.995	110.214	23.854	OK
12-07-2024	09:15:41.999	112.218	23.856	OK
12-07-2024	09:15:44.001	114.220	23.854	OK
12-07-2024	09:15:46.001	116.220	23.854	OK
12-07-2024	09:15:48.001	118.221	23.854	OK
12-07-2024	09:15:50.001	120.220	23.857	OK
12-07-2024	09:15:51.999	122.218	23.858	OK
12-07-2024	09:15:54.002	124.221	23.857	OK
12-07-2024	09:15:56.004	126.223	23.854	OK
12-07-2024	09:15:58.005	128.224	23.848	OK
12-07-2024	09:16:00.001	130.220	23.845	OK
12-07-2024	09:16:02.004	132.223	23.843	OK
12-07-2024	09:16:04.005	134.224	23.840	OK
12-07-2024	09:16:06.007	136.226	23.833	OK
12-07-2024	09:16:08.011	138.230	23.827	OK
12-07-2024	09:16:10.010	140.229	23.829	OK
12-07-2024	09:16:12.008	142.227	23.829	OK
12-07-2024	09:16:14.006	144.226	23.829	OK
12-07-2024	09:16:16.008	146.227	23.828	OK
12-07-2024	09:16:18.010	148.229	23.828	OK
12-07-2024	09:16:20.023	150.242	23.827	OK
12-07-2024	09:16:22.009	152.228	23.829	OK
12-07-2024	09:16:24.012	154.231	23.829	OK
12-07-2024	09:16:26.015	156.234	23.833	OK
12-07-2024	09:16:28.012	158.231	23.834	OK
12-07-2024	09:16:30.010	160.229	23.837	OK
12-07-2024	09:16:32.015	162.235	23.834	OK
12-07-2024	09:16:34.014	164.233	23.834	OK
12-07-2024	09:16:36.028	166.247	23.836	OK
12-07-2024	09:16:38.015	168.234	23.839	OK
12-07-2024	09:16:40.012	170.231	23.837	OK
12-07-2024	09:16:42.016	172.235	23.834	OK
12-07-2024	09:16:44.015	174.234	23.833	OK
12-07-2024	09:16:46.013	176.232	23.833	OK
12-07-2024	09:16:48.014	178.233	23.831	OK
12-07-2024	09:16:50.016	180.235	23.832	OK
12-07-2024	09:16:52.021	182.240	23.830	OK
12-07-2024	09:16:54.019	184.238	23.826	OK
12-07-2024	09:16:56.018	186.237	23.824	OK
12-07-2024	09:16:58.020	188.239	23.822	OK
12-07-2024	09:17:00.024	190.243	23.822	OK
12-07-2024	09:17:02.018	192.237	23.824	OK
12-07-2024	09:17:04.022	194.241	23.818	OK
12-07-2024	09:17:06.025	196.244	23.820	OK
12-07-2024	09:17:08.026	198.245	23.817	OK
12-07-2024	09:17:10.024	200.243	23.816	OK
12-07-2024	09:17:12.023	202.242	23.814	OK
12-07-2024	09:17:14.025	204.244	23.811	OK
12-07-2024	09:17:16.022	206.241	23.810	OK
12-07-2024	09:17:18.022	208.241	23.810	OK
12-07-2024	09:17:20.029	210.248	23.808	OK
12-07-2024	09:17:22.027	212.246	23.806	OK
12-07-2024	09:17:24.025	214.244	23.803	OK
12-07-2024	09:17:26.027	216.246	23.803	OK
12-07-2024	09:17:28.027	218.246	23.802	OK
12-07-2024	09:17:30.024	220.243	23.803	OK
12-07-2024	09:17:32.030	222.249	23.801	OK
12-07-2024	09:17:34.029	224.248	23.796	OK
12-07-2024	09:17:36.028	226.247	23.796	OK
12-07-2024	09:17:38.026	228.245	23.798	OK
12-07-2024	09:17:40.026	230.245	23.794	OK
12-07-2024	09:17:42.030	232.249	23.793	OK
12-07-2024	09:17:44.028	234.247	23.793	OK
12-07-2024	09:17:46.029	236.248	23.792	OK
12-07-2024	09:17:48.027	238.246	23.790	OK
12-07-2024	09:17:50.029	240.248	23.790	OK
12-07-2024	09:17:52.029	242.248	23.786	OK
12-07-2024	09:17:54.026	244.245	23.788	OK
12-07-2024	09:17:56.027	246.246	23.788	OK
12-07-2024	09:17:58.030	248.249	23.792	OK
12-07-2024	09:18:00.032	250.251	23.789	OK
12-07-2024	09:18:02.026	252.245	23.787	OK
12-07-2024	09:18:04.030	254.249	23.789	OK
12-07-2024	09:18:06.034	256.253	23.791	OK
12-07-2024	09:18:08.032	258.251	23.790	OK
12-07-2024	09:18:10.033	260.252	23.790	OK
12-07-2024	09:18:12.032	262.251	23.790	OK
12-07-2024	09:18:14.033	264.252	23.790	OK
12-07-2024	09:18:16.036	266.255	23.790	OK
12-07-2024	09:18:18.038	268.257	23.788	OK
12-07-2024	09:18:20.039	270.258	23.787	OK
12-07-2024	09:18:22.039	272.258	23.785	OK
12-07-2024	09:18:24.041	274.260	23.783	OK
12-07-2024	09:18:26.039	276.258	23.781	OK
12-07-2024	09:18:28.040	278.259	23.781	OK
12-07-2024	09:18:30.041	280.260	23.779	OK
12-07-2024	09:18:32.043	282.262	23.778	OK
12-07-2024	09:18:34.042	284.261	23.772	OK
12-07-2024	09:18:36.043	286.262	23.768	OK
12-07-2024	09:18:38.043	288.262	23.771	OK
12-07-2024	09:18:40.046	290.265	23.768	OK
12-07-2024	09:18:42.044	292.263	23.767	OK
12-07-2024	09:18:44.046	294.265	23.764	OK
12-07-2024	09:18:46.045	296.264	23.762	OK
12-07-2024	09:18:48.049	298.268	23.761	OK
12-07-2024	09:18:50.047	300.266	23.762	OK
12-07-2024	09:18:52.049	302.268	23.759	OK
12-07-2024	09:18:54.048	304.267	23.761	OK
12-07-2024	09:18:56.048	306.267	23.760	OK
12-07-2024	09:18:58.047	308.266	23.758	OK
12-07-2024	09:19:00.049	310.268	23.760	OK
12-07-2024	09:19:02.049	312.268	23.758	OK
12-07-2024	09:19:04.049	314.268	23.759	OK
12-07-2024	09:19:06.050	316.269	23.760	OK
12-07-2024	09:19:08.051	318.270	23.760	OK
12-07-2024	09:19:10.047	320.266	23.758	OK
12-07-2024	09:19:12.044	322.264	23.762	OK
12-07-2024	09:19:14.048	324.267	23.759	OK
12-07-2024	09:19:16.047	326.266	23.756	OK
12-07-2024	09:19:18.048	328.267	23.756	OK
12-07-2024	09:19:20.050	330.269	23.759	OK
12-07-2024	09:19:22.048	332.267	23.758	OK
12-07-2024	09:19:24.046	334.265	23.758	OK
12-07-2024	09:19:26.047	336.266	23.758	OK
12-07-2024	09:19:28.047	338.266	23.755	OK
12-07-2024	09:19:30.047	340.266	23.754	OK
12-07-2024	09:19:32.046	342.265	23.756	OK
12-07-2024	09:19:34.049	344.268	23.757	OK
12-07-2024	09:19:36.048	346.267	23.760	OK
12-07-2024	09:19:38.050	348.269	23.760	OK
12-07-2024	09:19:40.050	350.269	23.758	OK
12-07-2024	09:19:42.049	352.268	23.755	OK
12-07-2024	09:19:44.049	354.269	23.753	OK
12-07-2024	09:19:46.049	356.268	23.754	OK
12-07-2024	09:19:48.051	358.270	23.753	OK
12-07-2024	09:19:50.050	360.269	23.753	OK
12-07-2024	09:19:52.050	362.269	23.756	OK
12-07-2024	09:19:54.051	364.270	23.755	OK
12-07-2024	09:19:56.051	366.270	23.754	OK
12-07-2024	09:19:58.052	368.271	23.752	OK
12-07-2024	09:20:00.053	370.273	23.751	OK
12-07-2024	09:20:02.055	372.274	23.751	OK
12-07-2024	09:20:04.069	374.288	23.750	OK
12-07-2024	09:20:06.054	376.273	23.746	OK
12-07-2024	09:20:08.057	378.276	23.748	OK
12-07-2024	09:20:10.054	380.273	23.747	OK
12-07-2024	09:20:12.057	382.276	23.747	OK
12-07-2024	09:20:14.062	384.282	23.749	OK
12-07-2024	09:20:16.061	386.280	23.748	OK
12-07-2024	09:20:18.059	388.278	23.747	OK
12-07-2024	09:20:20.060	390.279	23.745	OK
12-07-2024	09:20:22.063	392.283	23.745	OK
12-07-2024	09:20:24.060	394.279	23.743	OK
12-07-2024	09:20:26.061	396.280	23.743	OK
12-07-2024	09:20:28.061	398.280	23.743	OK
12-07-2024	09:20:30.067	400.286	23.743	OK
12-07-2024	09:20:32.062	402.281	23.744	OK
12-07-2024	09:20:34.064	404.283	23.745	OK
12-07-2024	09:20:36.064	406.284	23.743	OK
12-07-2024	09:20:38.064	408.284	23.745	OK
12-07-2024	09:20:40.066	410.285	23.745	OK
12-07-2024	09:20:42.065	412.284	23.749	OK
12-07-2024	09:20:44.064	414.284	23.749	OK
12-07-2024	09:20:46.066	416.285	23.749	OK
12-07-2024	09:20:48.063	418.282	23.747	OK
12-07-2024	09:20:50.068	420.287	23.747	OK
12-07-2024	09:20:52.066	422.285	23.745	OK
12-07-2024	09:20:54.070	424.289	23.744	OK
12-07-2024	09:20:56.070	426.289	23.748	OK
12-07-2024	09:20:58.068	428.287	23.747	OK
12-07-2024	09:21:00.068	430.287	23.747	OK
12-07-2024	09:21:02.071	432.291	23.746	OK
12-07-2024	09:21:04.072	434.291	23.745	OK
12-07-2024	09:21:06.073	436.292	23.741	OK
12-07-2024	09:21:08.069	438.288	23.738	OK
12-07-2024	09:21:10.072	440.291	23.738	OK
12-07-2024	09:21:12.073	442.292	23.737	OK
12-07-2024	09:21:14.075	444.294	23.739	OK
12-07-2024	09:21:16.073	446.292	23.738	OK
12-07-2024	09:21:18.073	448.292	23.736	OK
12-07-2024	09:21:20.074	450.293	23.735	OK
12-07-2024	09:21:22.077	452.296	23.734	OK
12-07-2024	09:21:24.080	454.299	23.735	OK
12-07-2024	09:21:26.083	456.302	23.733	OK
12-07-2024	09:21:28.081	458.300	23.731	OK
12-07-2024	09:21:30.082	460.302	23.729	OK
12-07-2024	09:21:32.081	462.300	23.728	OK
12-07-2024	09:21:34.085	464.304	23.728	OK
12-07-2024	09:21:36.086	466.305	23.731	OK
12-07-2024	09:21:38.084	468.303	23.728	OK
12-07-2024	09:21:40.088	470.307	23.729	OK
12-07-2024	09:21:42.090	472.309	23.730	OK
12-07-2024	09:21:44.086	474.306	23.727	OK
12-07-2024	09:21:46.087	476.306	23.726	OK
12-07-2024	09:21:48.089	478.308	23.728	OK
12-07-2024	09:21:50.089	480.308	23.730	OK
12-07-2024	09:21:52.091	482.310	23.728	OK
12-07-2024	09:21:54.089	484.308	23.729	OK
12-07-2024	09:21:56.098	486.317	23.728	OK
12-07-2024	09:21:58.094	488.313	23.727	OK
12-07-2024	09:22:00.094	490.313	23.725	OK
12-07-2024	09:22:02.092	492.311	23.728	OK
12-07-2024	09:22:04.094	494.313	23.728	OK
12-07-2024	09:22:06.092	496.311	23.725	OK
12-07-2024	09:22:08.094	498.313	23.726	OK
12-07-2024	09:22:10.092	500.312	23.728	OK
12-07-2024	09:22:12.095	502.314	23.728	OK
12-07-2024	09:22:14.095	504.314	23.730	OK
12-07-2024	09:22:16.096	506.315	23.727	OK
12-07-2024	09:22:18.098	508.317	23.724	OK
12-07-2024	09:22:20.096	510.315	23.728	OK
12-07-2024	09:22:22.097	512.316	23.729	OK
12-07-2024	09:22:24.096	514.315	23.727	OK
12-07-2024	09:22:26.098	516.317	23.728	OK
12-07-2024	09:22:28.101	518.320	23.729	OK
12-07-2024	09:22:30.096	520.315	23.733	OK
12-07-2024	09:22:32.101	522.320	23.731	OK
12-07-2024	09:22:34.102	524.321	23.730	OK
12-07-2024	09:22:36.102	526.321	23.733	OK
12-07-2024	09:22:38.100	528.319	23.731	OK
12-07-2024	09:22:40.102	530.321	23.735	OK
12-07-2024	09:22:42.105	532.324	23.735	OK
12-07-2024	09:22:44.105	534.324	23.738	OK
12-07-2024	09:22:46.106	536.325	23.741	OK
12-07-2024	09:22:48.105	538.324	23.739	OK
12-07-2024	09:22:50.105	540.324	23.738	OK
12-07-2024	09:22:52.108	542.327	23.733	OK
12-07-2024	09:22:54.105	544.324	23.733	OK
12-07-2024	09:22:56.106	546.325	23.733	OK
12-07-2024	09:22:58.109	548.328	23.727	OK
12-07-2024	09:23:00.107	550.326	23.724	OK
12-07-2024	09:23:02.110	552.329	23.722	OK
12-07-2024	09:23:04.108	554.327	23.722	OK
12-07-2024	09:23:06.114	556.333	23.720	OK
12-07-2024	09:23:08.112	558.331	23.718	OK
12-07-2024	09:23:10.112	560.331	23.717	OK
12-07-2024	09:23:12.110	562.329	23.714	OK
12-07-2024	09:23:14.110	564.329	23.714	OK
12-07-2024	09:23:16.110	566.329	23.712	OK
12-07-2024	09:23:18.113	568.333	23.709	OK
12-07-2024	09:23:20.112	570.331	23.705	OK
12-07-2024	09:23:22.117	572.336	23.704	OK
12-07-2024	09:23:24.114	574.333	23.703	OK
12-07-2024	09:23:26.114	576.333	23.700	OK
12-07-2024	09:23:28.116	578.335	23.703	OK
12-07-2024	09:23:30.116	580.335	23.705	OK
12-07-2024	09:23:32.115	582.335	23.700	OK
12-07-2024	09:23:34.115	584.334	23.699	OK
12-07-2024	09:23:36.117	586.336	23.699	OK
12-07-2024	09:23:38.119	588.338	23.697	OK
12-07-2024	09:23:40.139	590.358	23.698	OK
12-07-2024	09:23:42.122	592.341	23.697	OK
12-07-2024	09:23:44.120	594.339	23.696	OK
12-07-2024	09:23:46.123	596.342	23.695	OK
12-07-2024	09:23:48.123	598.342	23.695	OK
12-07-2024	09:23:50.125	600.344	23.695	OK
12-07-2024	09:23:52.127	602.346	23.694	OK
12-07-2024	09:23:54.124	604.343	23.695	OK
12-07-2024	09:23:56.127	606.346	23.697	OK
12-07-2024	09:23:58.124	608.343	23.701	OK
12-07-2024	09:24:00.125	610.344	23.701	OK
12-07-2024	09:24:02.131	612.350	23.702	OK
12-07-2024	09:24:04.127	614.346	23.700	OK
12-07-2024	09:24:06.130	616.349	23.702	OK
12-07-2024	09:24:08.129	618.348	23.707	OK
12-07-2024	09:24:10.129	620.348	23.706	OK
12-07-2024	09:24:12.133	622.352	23.711	OK
12-07-2024	09:24:14.131	624.351	23.710	OK
12-07-2024	09:24:16.134	626.353	23.711	OK
12-07-2024	09:24:18.132	628.351	23.715	OK
12-07-2024	09:24:20.132	630.351	23.711	OK
12-07-2024	09:24:22.136	632.355	23.714	OK
12-07-2024	09:24:24.137	634.356	23.713	OK
12-07-2024	09:24:26.134	636.353	23.715	OK
12-07-2024	09:24:28.135	638.354	23.714	OK
12-07-2024	09:24:30.136	640.355	23.713	OK
12-07-2024	09:24:32.142	642.361	23.715	OK
12-07-2024	09:24:34.138	644.357	23.714	OK
12-07-2024	09:24:36.134	646.354	23.715	OK
12-07-2024	09:24:38.137	648.357	23.712	OK
12-07-2024	09:24:40.140	650.359	23.712	OK
12-07-2024	09:24:42.139	652.358	23.714	OK
12-07-2024	09:24:44.138	654.357	23.713	OK
12-07-2024	09:24:46.141	656.360	23.712	OK
12-07-2024	09:24:48.140	658.359	23.714	OK
12-07-2024	09:24:50.140	660.359	23.716	OK
12-07-2024	09:24:52.141	662.360	23.717	OK
12-07-2024	09:24:54.142	664.361	23.718	OK
12-07-2024	09:24:56.140	666.359	23.717	OK
12-07-2024	09:24:58.143	668.362	23.718	OK
12-07-2024	09:25:00.139	670.358	23.720	OK
12-07-2024	09:25:02.143	672.362	23.721	OK
12-07-2024	09:25:04.145	674.364	23.724	OK
12-07-2024	09:25:06.143	676.362	23.721	OK
12-07-2024	09:25:08.142	678.361	23.720	OK
12-07-2024	09:25:10.145	680.364	23.721	OK
12-07-2024	09:25:12.149	682.368	23.723	OK
12-07-2024	09:25:14.147	684.366	23.722	OK
12-07-2024	09:25:16.148	686.367	23.722	OK
12-07-2024	09:25:18.162	688.381	23.720	OK
12-07-2024	09:25:20.148	690.367	23.718	OK
12-07-2024	09:25:22.149	692.368	23.721	OK
12-07-2024	09:25:24.152	694.371	23.721	OK
12-07-2024	09:25:26.150	696.369	23.719	OK
12-07-2024	09:25:28.152	698.371	23.718	OK
12-07-2024	09:25:30.157	700.376	23.717	OK
12-07-2024	09:25:32.153	702.372	23.717	OK
12-07-2024	09:25:34.153	704.372	23.718	OK
12-07-2024	09:25:36.156	706.375	23.720	OK
12-07-2024	09:25:38.155	708.374	23.724	OK
12-07-2024	09:25:40.156	710.375	23.721	OK
12-07-2024	09:25:42.156	712.375	23.720	OK
12-07-2024	09:25:44.158	714.377	23.724	OK
12-07-2024	09:25:46.159	716.378	23.719	OK
12-07-2024	09:25:48.161	718.380	23.718	OK
12-07-2024	09:25:50.158	720.377	23.717	OK
12-07-2024	09:25:52.157	722.376	23.715	OK
12-07-2024	09:25:54.161	724.380	23.716	OK
12-07-2024	09:25:56.159	726.378	23.713	OK
12-07-2024	09:25:58.161	728.380	23.714	OK
12-07-2024	09:26:00.163	730.382	23.712	OK
12-07-2024	09:26:02.162	732.381	23.711	OK
12-07-2024	09:26:04.164	734.383	23.713	OK
12-07-2024	09:26:06.165	736.384	23.713	OK
12-07-2024	09:26:08.164	738.383	23.711	OK
12-07-2024	09:26:10.166	740.385	23.708	OK
12-07-2024	09:26:12.178	742.397	23.710	OK
12-07-2024	09:26:14.163	744.382	23.709	OK
12-07-2024	09:26:16.164	746.383	23.707	OK
12-07-2024	09:26:18.181	748.400	23.706	OK
12-07-2024	09:26:20.166	750.385	23.706	OK
12-07-2024	09:26:22.167	752.386	23.702	OK
12-07-2024	09:26:24.168	754.387	23.702	OK
12-07-2024	09:26:26.167	756.386	23.703	OK
12-07-2024	09:26:28.167	758.387	23.701	OK
12-07-2024	09:26:30.171	760.390	23.704	OK
12-07-2024	09:26:32.168	762.388	23.699	OK
12-07-2024	09:26:34.169	764.388	23.697	OK
12-07-2024	09:26:36.187	766.406	23.698	OK
12-07-2024	09:26:38.169	768.388	23.698	OK
12-07-2024	09:26:40.168	770.387	23.697	OK
12-07-2024	09:26:42.167	772.386	23.694	OK
12-07-2024	09:26:44.168	774.387	23.693	OK
12-07-2024	09:26:46.171	776.390	23.696	OK
12-07-2024	09:26:48.171	778.390	23.696	OK
12-07-2024	09:26:50.171	780.390	23.695	OK
12-07-2024	09:26:52.170	782.389	23.697	OK
12-07-2024	09:26:54.170	784.389	23.695	OK
12-07-2024	09:26:56.172	786.391	23.697	OK
12-07-2024	09:26:58.176	788.395	23.701	OK
12-07-2024	09:27:00.177	790.396	23.694	OK
12-07-2024	09:27:02.176	792.395	23.695	OK
12-07-2024	09:27:04.180	794.399	23.697	OK
12-07-2024	09:27:06.178	796.397	23.696	OK
12-07-2024	09:27:08.179	798.398	23.697	OK
12-07-2024	09:27:10.192	800.411	23.699	OK
12-07-2024	09:27:12.180	802.399	23.695	OK
12-07-2024	09:27:14.177	804.396	23.693	OK
12-07-2024	09:27:16.180	806.399	23.697	OK
12-07-2024	09:27:18.178	808.397	23.695	OK
12-07-2024	09:27:20.184	810.403	23.695	OK
12-07-2024	09:27:22.184	812.403	23.698	OK
12-07-2024	09:27:24.183	814.403	23.699	OK
12-07-2024	09:27:26.182	816.401	23.697	OK
12-07-2024	09:27:28.182	818.401	23.697	OK
12-07-2024	09:27:30.183	820.403	23.697	OK
12-07-2024	09:27:32.183	822.402	23.701	OK
12-07-2024	09:27:34.185	824.404	23.700	OK
12-07-2024	09:27:36.185	826.404	23.698	OK
12-07-2024	09:27:38.184	828.403	23.699	OK
12-07-2024	09:27:40.182	830.401	23.700	OK
12-07-2024	09:27:42.183	832.402	23.703	OK
12-07-2024	09:27:44.185	834.404	23.706	OK
12-07-2024	09:27:46.180	836.400	23.709	OK
12-07-2024	09:27:48.181	838.400	23.711	OK
12-07-2024	09:27:50.185	840.404	23.715	OK
12-07-2024	09:27:52.188	842.407	23.715	OK
12-07-2024	09:27:54.185	844.404	23.716	OK
12-07-2024	09:27:56.186	846.405	23.718	OK
12-07-2024	09:27:58.187	848.406	23.718	OK
12-07-2024	09:28:00.186	850.405	23.719	OK
12-07-2024	09:28:02.187	852.406	23.717	OK
12-07-2024	09:28:04.189	854.408	23.715	OK
12-07-2024	09:28:06.192	856.411	23.713	OK
12-07-2024	09:28:08.190	858.409	23.712	OK
12-07-2024	09:28:10.189	860.408	23.712	OK
12-07-2024	09:28:12.192	862.411	23.710	OK
12-07-2024	09:28:14.193	864.412	23.708	OK
12-07-2024	09:28:16.197	866.416	23.707	OK
12-07-2024	09:28:18.195	868.414	23.705	OK
12-07-2024	09:28:20.195	870.414	23.702	OK
12-07-2024	09:28:22.198	872.417	23.700	OK
12-07-2024	09:28:24.199	874.418	23.698	OK
12-07-2024	09:28:26.194	876.413	23.699	OK
12-07-2024	09:28:28.200	878.419	23.699	OK
12-07-2024	09:28:30.199	880.418	23.699	OK
12-07-2024	09:28:32.196	882.415	23.699	OK
12-07-2024	09:28:34.197	884.417	23.701	OK
12-07-2024	09:28:36.198	886.417	23.699	OK
12-07-2024	09:28:38.199	888.418	23.703	OK
12-07-2024	09:28:40.198	890.418	23.703	OK
12-07-2024	09:28:42.200	892.419	23.703	OK
12-07-2024	09:28:44.200	894.420	23.701	OK
12-07-2024	09:28:46.203	896.422	23.697	OK
12-07-2024	09:28:48.202	898.421	23.698	OK
12-07-2024	09:28:50.202	900.421	23.699	OK
12-07-2024	09:28:52.206	902.425	23.698	OK
12-07-2024	09:28:54.205	904.425	23.693	OK
12-07-2024	09:28:56.208	906.427	23.695	OK
12-07-2024	09:28:58.209	908.429	23.695	OK
12-07-2024	09:29:00.206	910.425	23.692	OK
12-07-2024	09:29:02.207	912.426	23.691	OK
12-07-2024	09:29:04.207	914.426	23.693	OK
12-07-2024	09:29:06.209	916.428	23.695	OK
12-07-2024	09:29:08.212	918.431	23.690	OK
12-07-2024	09:29:10.211	920.430	23.692	OK
12-07-2024	09:29:12.213	922.432	23.689	OK
12-07-2024	09:29:14.217	924.436	23.687	OK
12-07-2024	09:29:16.215	926.434	23.686	OK
12-07-2024	09:29:18.216	928.435	23.688	OK
12-07-2024	09:29:20.218	930.437	23.685	OK
12-07-2024	09:29:22.218	932.437	23.685	OK
12-07-2024	09:29:24.220	934.439	23.685	OK
12-07-2024	09:29:26.217	936.436	23.686	OK
12-07-2024	09:29:28.219	938.438	23.686	OK
12-07-2024	09:29:30.219	940.438	23.685	OK
12-07-2024	09:29:32.222	942.441	23.683	OK
12-07-2024	09:29:34.221	944.441	23.689	OK
12-07-2024	09:29:36.221	946.440	23.689	OK
12-07-2024	09:29:38.223	948.442	23.685	OK
12-07-2024	09:29:40.221	950.440	23.685	OK
12-07-2024	09:29:42.223	952.442	23.685	OK
12-07-2024	09:29:44.224	954.443	23.686	OK
12-07-2024	09:29:46.226	956.445	23.686	OK
12-07-2024	09:29:48.223	958.442	23.683	OK
12-07-2024	09:29:50.220	960.439	23.681	OK
12-07-2024	09:29:52.224	962.443	23.685	OK
12-07-2024	09:29:54.224	964.443	23.683	OK
12-07-2024	09:29:56.222	966.441	23.681	OK
12-07-2024	09:29:58.222	968.442	23.682	OK
12-07-2024	09:30:00.226	970.445	23.683	OK
12-07-2024	09:30:02.226	972.445	23.686	OK
12-07-2024	09:30:04.226	974.445	23.683	OK
12-07-2024	09:30:06.226	976.445	23.683	OK
12-07-2024	09:30:08.225	978.444	23.681	OK
12-07-2024	09:30:10.227	980.446	23.682	OK
12-07-2024	09:30:12.225	982.444	23.686	OK
12-07-2024	09:30:14.226	984.445	23.685	OK
12-07-2024	09:30:16.227	986.446	23.686	OK
12-07-2024	09:30:18.228	988.447	23.685	OK
12-07-2024	09:30:20.229	990.449	23.687	OK
12-07-2024	09:30:22.229	992.448	23.690	OK
12-07-2024	09:30:24.230	994.450	23.693	OK
12-07-2024	09:30:26.234	996.453	23.688	OK
12-07-2024	09:30:28.234	998.453	23.689	OK
12-07-2024	09:30:30.234	1000.453	23.692	OK
12-07-2024	09:30:32.235	1002.454	23.691	OK
12-07-2024	09:30:34.235	1004.454	23.691	OK
12-07-2024	09:30:36.233	1006.452	23.692	OK
12-07-2024	09:30:38.235	1008.454	23.692	OK
12-07-2024	09:30:40.238	1010.457	23.691	OK
12-07-2024	09:30:42.237	1012.456	23.691	OK
12-07-2024	09:30:44.237	1014.456	23.687	OK
12-07-2024	09:30:46.239	1016.458	23.689	OK
12-07-2024	09:30:48.237	1018.456	23.690	OK
12-07-2024	09:30:50.243	1020.462	23.688	OK
12-07-2024	09:30:52.238	1022.457	23.682	OK
12-07-2024	09:30:54.242	1024.461	23.682	OK
12-07-2024	09:30:56.242	1026.461	23.681	OK
12-07-2024	09:30:58.249	1028.468	23.681	OK
12-07-2024	09:31:00.246	1030.465	23.679	OK
12-07-2024	09:31:02.247	1032.466	23.679	OK
12-07-2024	09:31:04.248	1034.467	23.680	OK
12-07-2024	09:31:06.248	1036.468	23.675	OK
12-07-2024	09:31:08.245	1038.464	23.677	OK
12-07-2024	09:31:10.262	1040.481	23.677	OK
12-07-2024	09:31:12.246	1042.465	23.672	OK
12-07-2024	09:31:14.249	1044.468	23.673	OK
12-07-2024	09:31:16.250	1046.469	23.671	OK
12-07-2024	09:31:18.249	1048.468	23.675	OK
12-07-2024	09:31:20.252	1050.471	23.676	OK
12-07-2024	09:31:22.250	1052.469	23.675	OK
12-07-2024	09:31:24.251	1054.470	23.674	OK
