#--- System ------------------------------------------------------------------------------
#Data from PyroScience Workbench V1.4.7.2305   www.pyroscience.com
#17951A
#--- Instrument --------------------------------------------------------------------------
#Device: FireSting-O2-4Ch_1 [A] FSO2-C4 SN:2411E5085967340C Firmware:4.11 Build:001
#--- Channel -----------------------------------------------------------------------------
#Channel [A T1] - PT100 Temperature Sensor - Calibration offset = 0.00∞C
#--- Measurement Data --------------------------------------------------------------------
Date [A T1]	Time [A T1]	 dt (s) [A T1]	Sample Temp. (∞C) [A T1]	Status [A T1]
12-07-2024	11:51:01.082	9431.301	23.018	OK
12-07-2024	11:51:03.080	9433.299	23.014	OK
12-07-2024	11:51:05.097	9435.316	23.015	OK
12-07-2024	11:51:07.082	9437.301	23.009	OK
12-07-2024	11:51:09.083	9439.302	23.010	OK
12-07-2024	11:51:11.083	9441.302	23.009	OK
12-07-2024	11:51:13.087	9443.306	23.010	OK
12-07-2024	11:51:15.089	9445.308	23.009	OK
12-07-2024	11:51:17.087	9447.306	23.006	OK
12-07-2024	11:51:19.087	9449.306	23.005	OK
12-07-2024	11:51:21.089	9451.308	23.004	OK
12-07-2024	11:51:23.090	9453.309	23.004	OK
12-07-2024	11:51:25.092	9455.311	23.002	OK
12-07-2024	11:51:27.095	9457.314	23.002	OK
12-07-2024	11:51:29.095	9459.314	23.001	OK
12-07-2024	11:51:31.094	9461.313	23.004	OK
12-07-2024	11:51:33.094	9463.313	23.005	OK
12-07-2024	11:51:35.099	9465.318	23.003	OK
12-07-2024	11:51:37.098	9467.317	23.003	OK
12-07-2024	11:51:39.095	9469.314	23.003	OK
12-07-2024	11:51:41.097	9471.316	23.003	OK
12-07-2024	11:51:43.097	9473.316	23.003	OK
12-07-2024	11:51:45.101	9475.320	23.006	OK
12-07-2024	11:51:47.101	9477.320	23.008	OK
12-07-2024	11:51:49.101	9479.320	23.002	OK
12-07-2024	11:51:51.103	9481.322	23.001	OK
12-07-2024	11:51:53.104	9483.323	23.005	OK
12-07-2024	11:51:55.104	9485.323	23.007	OK
12-07-2024	11:51:57.107	9487.326	23.006	OK
12-07-2024	11:51:59.109	9489.328	23.006	OK
12-07-2024	11:52:01.110	9491.329	23.010	OK
12-07-2024	11:52:03.111	9493.330	23.010	OK
12-07-2024	11:52:05.112	9495.331	23.009	OK
12-07-2024	11:52:07.111	9497.330	23.010	OK
12-07-2024	11:52:09.111	9499.330	23.011	OK
12-07-2024	11:52:11.113	9501.332	23.013	OK
12-07-2024	11:52:13.113	9503.332	23.011	OK
12-07-2024	11:52:15.113	9505.332	23.012	OK
12-07-2024	11:52:17.114	9507.333	23.016	OK
12-07-2024	11:52:19.113	9509.332	23.013	OK
12-07-2024	11:52:21.116	9511.335	23.012	OK
12-07-2024	11:52:23.116	9513.335	23.015	OK
12-07-2024	11:52:25.116	9515.335	23.017	OK
12-07-2024	11:52:27.116	9517.335	23.012	OK
12-07-2024	11:52:29.116	9519.335	23.014	OK
12-07-2024	11:52:31.117	9521.336	23.015	OK
12-07-2024	11:52:33.117	9523.337	23.013	OK
12-07-2024	11:52:35.118	9525.337	23.015	OK
12-07-2024	11:52:37.118	9527.337	23.015	OK
12-07-2024	11:52:39.119	9529.338	23.014	OK
12-07-2024	11:52:41.120	9531.339	23.013	OK
12-07-2024	11:52:43.122	9533.341	23.016	OK
12-07-2024	11:52:45.122	9535.341	23.015	OK
12-07-2024	11:52:47.122	9537.341	23.015	OK
12-07-2024	11:52:49.120	9539.339	23.017	OK
12-07-2024	11:52:51.122	9541.341	23.021	OK
12-07-2024	11:52:53.124	9543.343	23.019	OK
12-07-2024	11:52:55.126	9545.345	23.020	OK
12-07-2024	11:52:57.126	9547.346	23.022	OK
12-07-2024	11:52:59.127	9549.346	23.023	OK
12-07-2024	11:53:01.128	9551.347	23.025	OK
12-07-2024	11:53:03.129	9553.348	23.027	OK
12-07-2024	11:53:05.131	9555.350	23.026	OK
12-07-2024	11:53:07.132	9557.351	23.026	OK
12-07-2024	11:53:09.131	9559.350	23.027	OK
12-07-2024	11:53:11.132	9561.352	23.030	OK
12-07-2024	11:53:13.134	9563.354	23.030	OK
12-07-2024	11:53:15.133	9565.352	23.029	OK
12-07-2024	11:53:17.134	9567.353	23.028	OK
12-07-2024	11:53:19.136	9569.355	23.026	OK
12-07-2024	11:53:21.136	9571.355	23.022	OK
12-07-2024	11:53:23.135	9573.354	23.026	OK
12-07-2024	11:53:25.137	9575.356	23.022	OK
12-07-2024	11:53:27.139	9577.358	23.020	OK
12-07-2024	11:53:29.139	9579.358	23.018	OK
12-07-2024	11:53:31.141	9581.360	23.015	OK
12-07-2024	11:53:33.141	9583.360	23.017	OK
12-07-2024	11:53:35.142	9585.361	23.014	OK
12-07-2024	11:53:37.143	9587.362	23.013	OK
12-07-2024	11:53:39.145	9589.364	23.011	OK
12-07-2024	11:53:41.147	9591.366	23.011	OK
12-07-2024	11:53:43.146	9593.365	23.015	OK
12-07-2024	11:53:45.146	9595.365	23.012	OK
12-07-2024	11:53:47.147	9597.366	23.010	OK
12-07-2024	11:53:49.148	9599.367	23.012	OK
12-07-2024	11:53:51.150	9601.369	23.013	OK
12-07-2024	11:53:53.149	9603.368	23.008	OK
12-07-2024	11:53:55.148	9605.367	23.010	OK
12-07-2024	11:53:57.149	9607.368	23.010	OK
12-07-2024	11:53:59.151	9609.370	23.010	OK
12-07-2024	11:54:01.150	9611.369	23.011	OK
12-07-2024	11:54:03.153	9613.372	23.008	OK
12-07-2024	11:54:05.154	9615.373	23.007	OK
12-07-2024	11:54:07.154	9617.373	23.010	OK
12-07-2024	11:54:09.156	9619.375	23.009	OK
12-07-2024	11:54:11.155	9621.374	23.009	OK
12-07-2024	11:54:13.156	9623.375	23.011	OK
12-07-2024	11:54:15.157	9625.376	23.011	OK
12-07-2024	11:54:17.155	9627.374	23.010	OK
12-07-2024	11:54:19.157	9629.376	23.009	OK
12-07-2024	11:54:21.158	9631.377	23.013	OK
12-07-2024	11:54:23.159	9633.379	23.012	OK
12-07-2024	11:54:25.159	9635.378	23.011	OK
12-07-2024	11:54:27.160	9637.379	23.014	OK
12-07-2024	11:54:29.164	9639.383	23.012	OK
12-07-2024	11:54:31.163	9641.382	23.012	OK
12-07-2024	11:54:33.165	9643.384	23.011	OK
12-07-2024	11:54:35.167	9645.386	23.011	OK
12-07-2024	11:54:37.169	9647.388	23.011	OK
12-07-2024	11:54:39.168	9649.387	23.011	OK
12-07-2024	11:54:41.168	9651.387	23.013	OK
12-07-2024	11:54:43.169	9653.388	23.014	OK
12-07-2024	11:54:45.169	9655.389	23.014	OK
12-07-2024	11:54:47.170	9657.389	23.010	OK
12-07-2024	11:54:49.170	9659.389	23.011	OK
12-07-2024	11:54:51.171	9661.390	23.013	OK
12-07-2024	11:54:53.172	9663.391	23.011	OK
12-07-2024	11:54:55.173	9665.392	23.011	OK
12-07-2024	11:54:57.174	9667.393	23.007	OK
12-07-2024	11:54:59.175	9669.394	23.005	OK
12-07-2024	11:55:01.174	9671.393	23.004	OK
12-07-2024	11:55:03.175	9673.395	23.006	OK
12-07-2024	11:55:05.174	9675.394	23.007	OK
12-07-2024	11:55:07.176	9677.395	23.005	OK
12-07-2024	11:55:09.175	9679.394	23.006	OK
12-07-2024	11:55:11.175	9681.394	23.003	OK
12-07-2024	11:55:13.176	9683.395	23.001	OK
12-07-2024	11:55:15.177	9685.397	23.001	OK
12-07-2024	11:55:17.178	9687.397	22.997	OK
12-07-2024	11:55:19.177	9689.396	22.999	OK
12-07-2024	11:55:21.179	9691.398	22.997	OK
12-07-2024	11:55:23.180	9693.399	22.997	OK
12-07-2024	11:55:25.181	9695.400	23.000	OK
12-07-2024	11:55:27.180	9697.400	22.997	OK
12-07-2024	11:55:29.181	9699.400	22.994	OK
12-07-2024	11:55:31.180	9701.399	22.993	OK
12-07-2024	11:55:33.180	9703.399	22.992	OK
12-07-2024	11:55:35.179	9705.398	22.993	OK
12-07-2024	11:55:37.182	9707.401	22.996	OK
12-07-2024	11:55:39.183	9709.402	22.994	OK
12-07-2024	11:55:41.183	9711.402	22.993	OK
12-07-2024	11:55:43.184	9713.403	22.992	OK
12-07-2024	11:55:45.185	9715.404	22.991	OK
12-07-2024	11:55:47.186	9717.405	22.988	OK
12-07-2024	11:55:49.186	9719.405	22.989	OK
12-07-2024	11:55:51.188	9721.407	22.990	OK
12-07-2024	11:55:53.189	9723.408	22.990	OK
12-07-2024	11:55:55.187	9725.406	22.991	OK
12-07-2024	11:55:57.187	9727.406	22.989	OK
12-07-2024	11:55:59.187	9729.406	22.989	OK
12-07-2024	11:56:01.188	9731.407	22.990	OK
12-07-2024	11:56:03.189	9733.408	22.988	OK
12-07-2024	11:56:05.191	9735.410	22.986	OK
12-07-2024	11:56:07.192	9737.411	22.987	OK
12-07-2024	11:56:09.191	9739.411	22.987	OK
12-07-2024	11:56:11.193	9741.412	22.988	OK
12-07-2024	11:56:13.194	9743.414	22.987	OK
12-07-2024	11:56:15.193	9745.413	22.988	OK
12-07-2024	11:56:17.193	9747.412	22.989	OK
12-07-2024	11:56:19.194	9749.413	22.988	OK
12-07-2024	11:56:21.195	9751.414	22.992	OK
12-07-2024	11:56:23.196	9753.415	22.993	OK
12-07-2024	11:56:25.196	9755.415	22.991	OK
12-07-2024	11:56:27.196	9757.415	22.990	OK
12-07-2024	11:56:29.196	9759.416	22.987	OK
12-07-2024	11:56:31.196	9761.415	22.985	OK
12-07-2024	11:56:33.196	9763.415	22.985	OK
12-07-2024	11:56:35.197	9765.416	22.983	OK
12-07-2024	11:56:37.197	9767.416	22.981	OK
12-07-2024	11:56:39.199	9769.418	22.982	OK
12-07-2024	11:56:41.205	9771.424	22.981	OK
12-07-2024	11:56:43.200	9773.419	22.977	OK
12-07-2024	11:56:45.202	9775.421	22.976	OK
12-07-2024	11:56:47.201	9777.420	22.977	OK
12-07-2024	11:56:49.203	9779.422	22.980	OK
12-07-2024	11:56:51.201	9781.420	22.978	OK
12-07-2024	11:56:53.202	9783.421	22.974	OK
12-07-2024	11:56:55.203	9785.422	22.975	OK
12-07-2024	11:56:57.203	9787.422	22.971	OK
12-07-2024	11:56:59.203	9789.422	22.975	OK
12-07-2024	11:57:01.205	9791.424	22.976	OK
12-07-2024	11:57:03.205	9793.424	22.972	OK
12-07-2024	11:57:05.205	9795.424	22.974	OK
12-07-2024	11:57:07.207	9797.426	22.974	OK
12-07-2024	11:57:09.207	9799.426	22.974	OK
12-07-2024	11:57:11.207	9801.426	22.972	OK
12-07-2024	11:57:13.208	9803.427	22.973	OK
12-07-2024	11:57:15.210	9805.429	22.973	OK
12-07-2024	11:57:17.209	9807.428	22.980	OK
12-07-2024	11:57:19.210	9809.429	22.980	OK
12-07-2024	11:57:21.210	9811.429	22.979	OK
12-07-2024	11:57:23.211	9813.430	22.977	OK
12-07-2024	11:57:25.211	9815.430	22.980	OK
12-07-2024	11:57:27.214	9817.433	22.980	OK
12-07-2024	11:57:29.213	9819.432	22.982	OK
12-07-2024	11:57:31.214	9821.433	22.981	OK
12-07-2024	11:57:33.217	9823.437	22.978	OK
12-07-2024	11:57:35.217	9825.436	22.979	OK
12-07-2024	11:57:37.219	9827.438	22.981	OK
12-07-2024	11:57:39.220	9829.439	22.978	OK
12-07-2024	11:57:41.219	9831.438	22.979	OK
12-07-2024	11:57:43.220	9833.439	22.981	OK
12-07-2024	11:57:45.223	9835.442	22.980	OK
12-07-2024	11:57:47.223	9837.442	22.979	OK
12-07-2024	11:57:49.223	9839.442	22.980	OK
12-07-2024	11:57:51.224	9841.443	22.982	OK
12-07-2024	11:57:53.224	9843.443	22.984	OK
12-07-2024	11:57:55.224	9845.443	22.982	OK
12-07-2024	11:57:57.225	9847.444	22.984	OK
12-07-2024	11:57:59.224	9849.443	22.988	OK
12-07-2024	11:58:01.225	9851.444	22.989	OK
12-07-2024	11:58:03.225	9853.444	22.984	OK
12-07-2024	11:58:05.226	9855.445	22.988	OK
12-07-2024	11:58:07.226	9857.445	22.987	OK
12-07-2024	11:58:09.225	9859.445	22.992	OK
12-07-2024	11:58:11.225	9861.444	22.995	OK
12-07-2024	11:58:13.226	9863.445	22.994	OK
12-07-2024	11:58:15.226	9865.445	22.991	OK
12-07-2024	11:58:17.226	9867.445	22.995	OK
12-07-2024	11:58:19.229	9869.448	22.995	OK
12-07-2024	11:58:21.229	9871.448	22.994	OK
12-07-2024	11:58:23.230	9873.449	22.994	OK
12-07-2024	11:58:25.232	9875.451	22.996	OK
12-07-2024	11:58:27.233	9877.452	22.995	OK
12-07-2024	11:58:29.232	9879.451	22.995	OK
12-07-2024	11:58:31.236	9881.455	22.997	OK
12-07-2024	11:58:33.238	9883.457	22.996	OK
12-07-2024	11:58:35.236	9885.455	22.995	OK
12-07-2024	11:58:37.238	9887.457	22.999	OK
12-07-2024	11:58:39.238	9889.457	22.998	OK
12-07-2024	11:58:41.241	9891.460	22.995	OK
12-07-2024	11:58:43.240	9893.459	23.000	OK
12-07-2024	11:58:45.244	9895.463	22.999	OK
12-07-2024	11:58:47.243	9897.462	22.998	OK
12-07-2024	11:58:49.243	9899.462	22.997	OK
12-07-2024	11:58:51.243	9901.462	22.996	OK
12-07-2024	11:58:53.245	9903.464	22.994	OK
12-07-2024	11:58:55.244	9905.463	22.995	OK
12-07-2024	11:58:57.245	9907.464	22.996	OK
12-07-2024	11:58:59.247	9909.466	22.993	OK
12-07-2024	11:59:01.246	9911.465	22.993	OK
12-07-2024	11:59:03.246	9913.465	22.994	OK
12-07-2024	11:59:05.248	9915.467	22.992	OK
12-07-2024	11:59:07.249	9917.468	22.992	OK
12-07-2024	11:59:09.248	9919.467	22.994	OK
12-07-2024	11:59:11.249	9921.468	22.996	OK
12-07-2024	11:59:13.249	9923.469	22.995	OK
12-07-2024	11:59:15.249	9925.468	22.998	OK
12-07-2024	11:59:17.250	9927.469	22.999	OK
12-07-2024	11:59:19.250	9929.469	22.998	OK
12-07-2024	11:59:21.251	9931.470	22.998	OK
12-07-2024	11:59:23.253	9933.472	22.999	OK
12-07-2024	11:59:25.254	9935.473	22.999	OK
12-07-2024	11:59:27.257	9937.476	23.003	OK
12-07-2024	11:59:29.258	9939.477	23.000	OK
12-07-2024	11:59:31.258	9941.477	23.004	OK
12-07-2024	11:59:33.260	9943.479	23.007	OK
12-07-2024	11:59:35.261	9945.480	23.008	OK
12-07-2024	11:59:37.262	9947.481	23.010	OK
12-07-2024	11:59:39.264	9949.484	23.011	OK
12-07-2024	11:59:41.264	9951.483	23.010	OK
12-07-2024	11:59:43.264	9953.483	23.011	OK
12-07-2024	11:59:45.265	9955.484	23.012	OK
12-07-2024	11:59:47.266	9957.485	23.011	OK
12-07-2024	11:59:49.269	9959.488	23.012	OK
12-07-2024	11:59:51.270	9961.489	23.013	OK
12-07-2024	11:59:53.272	9963.491	23.012	OK
12-07-2024	11:59:55.272	9965.491	23.010	OK
12-07-2024	11:59:57.272	9967.491	23.010	OK
12-07-2024	11:59:59.274	9969.493	23.008	OK
12-07-2024	12:00:01.272	9971.491	23.005	OK
12-07-2024	12:00:03.274	9973.493	23.005	OK
12-07-2024	12:00:05.274	9975.494	23.007	OK
12-07-2024	12:00:07.274	9977.493	23.004	OK
12-07-2024	12:00:09.275	9979.494	23.005	OK
12-07-2024	12:00:11.277	9981.497	23.005	OK
12-07-2024	12:00:13.280	9983.499	23.005	OK
12-07-2024	12:00:15.280	9985.499	23.003	OK
12-07-2024	12:00:17.278	9987.497	23.002	OK
12-07-2024	12:00:19.278	9989.497	22.999	OK
12-07-2024	12:00:21.278	9991.497	22.997	OK
12-07-2024	12:00:23.279	9993.498	22.996	OK
12-07-2024	12:00:25.280	9995.499	22.994	OK
12-07-2024	12:00:27.279	9997.498	22.993	OK
12-07-2024	12:00:29.280	9999.499	22.994	OK
12-07-2024	12:00:31.280	10001.499	22.993	OK
12-07-2024	12:00:33.281	10003.500	22.992	OK
12-07-2024	12:00:35.283	10005.502	22.991	OK
12-07-2024	12:00:37.283	10007.503	22.987	OK
12-07-2024	12:00:39.283	10009.502	22.986	OK
12-07-2024	12:00:41.286	10011.505	22.990	OK
12-07-2024	12:00:43.286	10013.506	22.991	OK
12-07-2024	12:00:45.287	10015.506	22.988	OK
12-07-2024	12:00:47.287	10017.506	22.984	OK
12-07-2024	12:00:49.287	10019.506	22.986	OK
12-07-2024	12:00:51.287	10021.506	22.986	OK
12-07-2024	12:00:53.287	10023.506	22.988	OK
12-07-2024	12:00:55.290	10025.509	22.990	OK
12-07-2024	12:00:57.290	10027.509	22.991	OK
12-07-2024	12:00:59.294	10029.513	22.993	OK
12-07-2024	12:01:01.295	10031.514	22.995	OK
12-07-2024	12:01:03.296	10033.515	22.994	OK
12-07-2024	12:01:05.298	10035.517	22.996	OK
12-07-2024	12:01:07.298	10037.517	22.996	OK
12-07-2024	12:01:09.301	10039.520	22.992	OK
12-07-2024	12:01:11.302	10041.521	22.991	OK
12-07-2024	12:01:13.305	10043.524	22.994	OK
12-07-2024	12:01:15.304	10045.523	22.992	OK
12-07-2024	12:01:17.304	10047.523	22.989	OK
12-07-2024	12:01:19.307	10049.526	22.988	OK
12-07-2024	12:01:21.306	10051.525	22.991	OK
12-07-2024	12:01:23.306	10053.525	22.989	OK
12-07-2024	12:01:25.308	10055.527	22.990	OK
12-07-2024	12:01:27.308	10057.527	22.990	OK
12-07-2024	12:01:29.308	10059.527	22.991	OK
12-07-2024	12:01:31.309	10061.528	22.991	OK
12-07-2024	12:01:33.309	10063.528	22.994	OK
12-07-2024	12:01:35.308	10065.527	22.995	OK
12-07-2024	12:01:37.310	10067.529	22.993	OK
12-07-2024	12:01:39.309	10069.528	22.992	OK
12-07-2024	12:01:41.309	10071.528	22.997	OK
12-07-2024	12:01:43.311	10073.530	22.996	OK
12-07-2024	12:01:45.310	10075.529	23.000	OK
12-07-2024	12:01:47.310	10077.529	23.002	OK
12-07-2024	12:01:49.310	10079.529	23.002	OK
12-07-2024	12:01:51.312	10081.531	23.007	OK
12-07-2024	12:01:53.313	10083.532	23.008	OK
12-07-2024	12:01:55.313	10085.532	23.013	OK
12-07-2024	12:01:57.316	10087.535	23.013	OK
12-07-2024	12:01:59.314	10089.533	23.018	OK
12-07-2024	12:02:01.315	10091.534	23.021	OK
12-07-2024	12:02:03.315	10093.534	23.020	OK
12-07-2024	12:02:05.317	10095.536	23.020	OK
12-07-2024	12:02:07.318	10097.537	23.025	OK
12-07-2024	12:02:09.318	10099.537	23.024	OK
12-07-2024	12:02:11.319	10101.538	23.025	OK
12-07-2024	12:02:13.320	10103.539	23.026	OK
12-07-2024	12:02:15.321	10105.540	23.024	OK
12-07-2024	12:02:17.322	10107.541	23.024	OK
12-07-2024	12:02:19.322	10109.541	23.023	OK
12-07-2024	12:02:21.325	10111.544	23.018	OK
12-07-2024	12:02:23.324	10113.543	23.019	OK
12-07-2024	12:02:25.325	10115.544	23.020	OK
12-07-2024	12:02:27.325	10117.544	23.017	OK
12-07-2024	12:02:29.327	10119.546	23.019	OK
12-07-2024	12:02:31.328	10121.547	23.019	OK
12-07-2024	12:02:33.328	10123.547	23.022	OK
12-07-2024	12:02:35.330	10125.549	23.021	OK
12-07-2024	12:02:37.330	10127.550	23.018	OK
12-07-2024	12:02:39.331	10129.550	23.016	OK
12-07-2024	12:02:41.330	10131.549	23.015	OK
12-07-2024	12:02:43.334	10133.553	23.015	OK
12-07-2024	12:02:45.335	10135.554	23.015	OK
12-07-2024	12:02:47.336	10137.555	23.021	OK
12-07-2024	12:02:49.338	10139.557	23.026	OK
12-07-2024	12:02:51.338	10141.557	23.031	OK
12-07-2024	12:02:53.338	10143.557	23.034	OK
12-07-2024	12:02:55.340	10145.559	23.039	OK
12-07-2024	12:02:57.342	10147.561	23.040	OK
12-07-2024	12:02:59.341	10149.560	23.042	OK
12-07-2024	12:03:01.342	10151.561	23.045	OK
12-07-2024	12:03:03.342	10153.561	23.046	OK
12-07-2024	12:03:05.343	10155.562	23.045	OK
12-07-2024	12:03:07.344	10157.563	23.046	OK
12-07-2024	12:03:09.344	10159.563	23.043	OK
12-07-2024	12:03:11.343	10161.562	23.038	OK
12-07-2024	12:03:13.344	10163.563	23.041	OK
12-07-2024	12:03:15.346	10165.565	23.042	OK
12-07-2024	12:03:17.347	10167.567	23.040	OK
12-07-2024	12:03:19.348	10169.567	23.040	OK
12-07-2024	12:03:21.346	10171.565	23.039	OK
12-07-2024	12:03:23.346	10173.565	23.038	OK
12-07-2024	12:03:25.346	10175.565	23.038	OK
12-07-2024	12:03:27.346	10177.565	23.036	OK
12-07-2024	12:03:29.352	10179.571	23.032	OK
12-07-2024	12:03:31.353	10181.572	23.031	OK
12-07-2024	12:03:33.352	10183.571	23.034	OK
12-07-2024	12:03:35.354	10185.573	23.034	OK
12-07-2024	12:03:37.355	10187.574	23.036	OK
12-07-2024	12:03:39.357	10189.577	23.033	OK
12-07-2024	12:03:41.356	10191.575	23.033	OK
12-07-2024	12:03:43.357	10193.576	23.032	OK
12-07-2024	12:03:45.357	10195.576	23.029	OK
12-07-2024	12:03:47.357	10197.576	23.028	OK
12-07-2024	12:03:49.357	10199.576	23.026	OK
12-07-2024	12:03:51.359	10201.578	23.028	OK
12-07-2024	12:03:53.361	10203.580	23.029	OK
12-07-2024	12:03:55.363	10205.583	23.026	OK
12-07-2024	12:03:57.362	10207.581	23.024	OK
12-07-2024	12:03:59.362	10209.581	23.025	OK
12-07-2024	12:04:01.363	10211.582	23.024	OK
12-07-2024	12:04:03.364	10213.583	23.024	OK
12-07-2024	12:04:05.364	10215.583	23.023	OK
12-07-2024	12:04:07.363	10217.582	23.020	OK
12-07-2024	12:04:09.364	10219.583	23.023	OK
12-07-2024	12:04:11.364	10221.583	23.020	OK
12-07-2024	12:04:13.364	10223.583	23.019	OK
12-07-2024	12:04:15.365	10225.584	23.020	OK
12-07-2024	12:04:17.365	10227.584	23.019	OK
12-07-2024	12:04:19.365	10229.584	23.017	OK
12-07-2024	12:04:21.365	10231.584	23.019	OK
12-07-2024	12:04:23.366	10233.586	23.020	OK
12-07-2024	12:04:25.367	10235.586	23.015	OK
12-07-2024	12:04:27.368	10237.587	23.015	OK
12-07-2024	12:04:29.368	10239.587	23.013	OK
12-07-2024	12:04:31.369	10241.588	23.013	OK
12-07-2024	12:04:33.369	10243.588	23.012	OK
12-07-2024	12:04:35.369	10245.588	23.011	OK
12-07-2024	12:04:37.375	10247.594	23.012	OK
12-07-2024	12:04:39.376	10249.595	23.010	OK
12-07-2024	12:04:41.375	10251.594	23.011	OK
12-07-2024	12:04:43.375	10253.594	23.013	OK
12-07-2024	12:04:45.378	10255.598	23.007	OK
12-07-2024	12:04:47.378	10257.597	23.008	OK
12-07-2024	12:04:49.378	10259.597	23.006	OK
12-07-2024	12:04:51.380	10261.599	23.002	OK
12-07-2024	12:04:53.381	10263.600	23.004	OK
12-07-2024	12:04:55.381	10265.601	23.007	OK
12-07-2024	12:04:57.383	10267.602	23.001	OK
12-07-2024	12:04:59.384	10269.603	23.001	OK
12-07-2024	12:05:01.384	10271.603	23.001	OK
12-07-2024	12:05:03.384	10273.603	22.998	OK
12-07-2024	12:05:05.384	10275.603	22.999	OK
12-07-2024	12:05:07.384	10277.603	22.999	OK
12-07-2024	12:05:09.385	10279.604	22.998	OK
12-07-2024	12:05:11.385	10281.604	22.999	OK
12-07-2024	12:05:13.387	10283.606	22.999	OK
12-07-2024	12:05:15.385	10285.604	22.998	OK
12-07-2024	12:05:17.385	10287.604	22.997	OK
12-07-2024	12:05:19.386	10289.605	23.000	OK
12-07-2024	12:05:21.387	10291.606	23.001	OK
12-07-2024	12:05:23.386	10293.605	22.998	OK
12-07-2024	12:05:25.387	10295.606	22.996	OK
12-07-2024	12:05:27.386	10297.605	22.996	OK
12-07-2024	12:05:29.386	10299.605	22.994	OK
12-07-2024	12:05:31.386	10301.605	22.992	OK
12-07-2024	12:05:33.387	10303.606	22.995	OK
12-07-2024	12:05:35.388	10305.607	22.992	OK
12-07-2024	12:05:37.389	10307.608	22.990	OK
12-07-2024	12:05:39.391	10309.610	22.991	OK
12-07-2024	12:05:41.391	10311.610	22.993	OK
12-07-2024	12:05:43.392	10313.611	22.993	OK
12-07-2024	12:05:45.392	10315.611	22.989	OK
12-07-2024	12:05:47.392	10317.611	22.992	OK
12-07-2024	12:05:49.393	10319.612	22.991	OK
12-07-2024	12:05:51.395	10321.614	22.989	OK
12-07-2024	12:05:53.396	10323.615	22.989	OK
12-07-2024	12:05:55.397	10325.616	22.990	OK
12-07-2024	12:05:57.398	10327.617	22.986	OK
12-07-2024	12:05:59.397	10329.616	22.988	OK
12-07-2024	12:06:01.398	10331.618	22.990	OK
12-07-2024	12:06:03.398	10333.618	22.990	OK
12-07-2024	12:06:05.398	10335.617	22.989	OK
12-07-2024	12:06:07.400	10337.619	22.991	OK
12-07-2024	12:06:09.399	10339.618	22.990	OK
12-07-2024	12:06:11.400	10341.619	22.989	OK
12-07-2024	12:06:13.402	10343.621	22.990	OK
12-07-2024	12:06:15.399	10345.618	22.991	OK
12-07-2024	12:06:17.400	10347.619	22.990	OK
12-07-2024	12:06:19.401	10349.621	22.987	OK
12-07-2024	12:06:21.406	10351.625	22.990	OK
12-07-2024	12:06:23.404	10353.623	22.991	OK
12-07-2024	12:06:25.404	10355.623	22.991	OK
12-07-2024	12:06:27.405	10357.624	22.991	OK
12-07-2024	12:06:29.404	10359.623	22.988	OK
12-07-2024	12:06:31.407	10361.626	22.988	OK
12-07-2024	12:06:33.406	10363.626	22.984	OK
12-07-2024	12:06:35.407	10365.626	22.986	OK
12-07-2024	12:06:37.408	10367.627	22.991	OK
12-07-2024	12:06:39.406	10369.625	22.990	OK
12-07-2024	12:06:41.408	10371.628	22.990	OK
12-07-2024	12:06:43.408	10373.627	22.990	OK
12-07-2024	12:06:45.409	10375.628	22.988	OK
12-07-2024	12:06:47.410	10377.629	22.993	OK
12-07-2024	12:06:49.410	10379.629	22.993	OK
12-07-2024	12:06:51.413	10381.632	22.991	OK
12-07-2024	12:06:53.412	10383.631	22.992	OK
12-07-2024	12:06:55.413	10385.632	22.992	OK
12-07-2024	12:06:57.412	10387.631	22.990	OK
12-07-2024	12:06:59.413	10389.632	22.991	OK
12-07-2024	12:07:01.415	10391.634	22.989	OK
12-07-2024	12:07:03.415	10393.634	22.990	OK
12-07-2024	12:07:05.417	10395.636	22.991	OK
12-07-2024	12:07:07.418	10397.637	22.991	OK
12-07-2024	12:07:09.420	10399.639	22.989	OK
12-07-2024	12:07:11.419	10401.638	22.989	OK
12-07-2024	12:07:13.421	10403.640	22.991	OK
12-07-2024	12:07:15.420	10405.639	22.992	OK
12-07-2024	12:07:17.421	10407.641	22.988	OK
12-07-2024	12:07:19.421	10409.641	22.986	OK
12-07-2024	12:07:21.422	10411.641	22.989	OK
12-07-2024	12:07:23.424	10413.643	22.987	OK
12-07-2024	12:07:25.432	10415.651	22.988	OK
12-07-2024	12:07:27.424	10417.643	22.988	OK
12-07-2024	12:07:29.424	10419.643	22.989	OK
12-07-2024	12:07:31.425	10421.644	22.991	OK
12-07-2024	12:07:33.424	10423.644	22.988	OK
12-07-2024	12:07:35.425	10425.644	22.985	OK
12-07-2024	12:07:37.425	10427.644	22.982	OK
12-07-2024	12:07:39.425	10429.644	22.984	OK
12-07-2024	12:07:41.425	10431.644	22.984	OK
12-07-2024	12:07:43.425	10433.644	22.984	OK
12-07-2024	12:07:45.424	10435.644	22.986	OK
12-07-2024	12:07:47.426	10437.645	22.982	OK
12-07-2024	12:07:49.428	10439.647	22.977	OK
12-07-2024	12:07:51.428	10441.647	22.981	OK
12-07-2024	12:07:53.427	10443.646	22.983	OK
12-07-2024	12:07:55.429	10445.648	22.979	OK
