Date & time of file creation	5/2/2016 5:49 PM													
Data file path	C:\Users\lab\Documents\glass squid 8&9 5-2-16.txt													
														
														
CALIBRATION DATA														
Parameter/Channel	N moving average	LO phase [r.U.]	HI phase [r.U.]	LO oxygen [%air saturation]	HI oxygen [%air saturation]	LO temperature [°C]	HI temperature [°C]	Salinity [‰]						
SDWD0003000119      , CH 1	1	61.42	27.00	0.00	100.00	4.84	4.83	0.000						
SDWD0003000119      , CH 2	1	61.42	27.00	0.00	100.00	15.00	15.00	0.000						
SDWD0003000119      , CH 3	2	61.42	27.00	0.00	100.00	4.87	4.82	34.000						
SDWD0003000119      , CH 4	1	61.42	26.70	0.00	100.00	4.80	4.79	34.000						
														
														
Date &Time [DD-MM-YYYY HH:MM:SS]	Time stamp code	Barometric pressure [hPa]	SDWD0003000119      , CH 1 phase [r.U.]	SDWD0003000119      , CH 1 temp [°C]	SDWD0003000119      , CH 1 O2 [% air saturation]	SDWD0003000119      , CH 2 phase [r.U.]	SDWD0003000119      , CH 2 temp [°C]	SDWD0003000119      , CH 2 O2 [% air saturation]	SDWD0003000119      , CH 3 phase [r.U.]	SDWD0003000119      , CH 3 temp [°C]	SDWD0003000119      , CH 3 O2 [% air saturation]	SDWD0003000119      , CH 4 phase [r.U.]	SDWD0003000119      , CH 4 temp [°C]	SDWD0003000119      , CH 4 O2 [% air saturation]
5/2/2016 5:50:26 PM	3545070626	1013.00	NaN	7.06	NaN	NaN	7.06	NaN	NaN	7.06	NaN	28.60	7.06	80.8
5/2/2016 5:50:27 PM	3545070627	1013.00	NaN	7.05	NaN	NaN	7.05	NaN	NaN	7.05	NaN	28.69	7.05	80.2
5/2/2016 5:50:28 PM	3545070628	1013.00	NaN	7.05	NaN	NaN	7.05	NaN	NaN	7.05	NaN	28.70	7.05	80.1
5/2/2016 5:50:29 PM	3545070629	1013.00	NaN	7.05	NaN	NaN	7.05	NaN	NaN	7.05	NaN	28.70	7.05	80.1
5/2/2016 5:50:30 PM	3545070630	1013.00	NaN	7.05	NaN	NaN	7.05	NaN	NaN	7.05	NaN	28.78	7.05	79.5
5/2/2016 5:50:31 PM	3545070631	1013.00	NaN	7.05	NaN	NaN	7.05	NaN	NaN	7.05	NaN	28.66	7.05	80.4
5/2/2016 5:50:32 PM	3545070632	1013.00	NaN	7.05	NaN	NaN	7.05	NaN	NaN	7.05	NaN	28.80	7.05	79.4
5/2/2016 5:50:33 PM	3545070633	1013.00	NaN	7.05	NaN	NaN	7.05	NaN	NaN	7.05	NaN	28.68	7.05	80.3
5/2/2016 5:50:34 PM	3545070634	1013.00	NaN	7.05	NaN	NaN	7.05	NaN	NaN	7.05	NaN	28.73	7.05	79.9
5/2/2016 5:50:35 PM	3545070635	1013.00	NaN	7.05	NaN	NaN	7.05	NaN	NaN	7.05	NaN	28.72	7.05	80.0
5/2/2016 5:50:36 PM	3545070636	1013.00	NaN	7.05	NaN	NaN	7.05	NaN	NaN	7.05	NaN	28.85	7.05	79.0
5/2/2016 5:50:37 PM	3545070637	1013.00	NaN	7.05	NaN	NaN	7.05	NaN	NaN	7.05	NaN	28.87	7.05	78.9
5/2/2016 5:50:38 PM	3545070638	1013.00	NaN	7.04	NaN	NaN	7.04	NaN	NaN	7.04	NaN	28.77	7.04	79.6
5/2/2016 5:50:39 PM	3545070639	1013.00	NaN	7.04	NaN	NaN	7.04	NaN	NaN	7.04	NaN	28.88	7.04	78.8
5/2/2016 5:50:40 PM	3545070640	1013.00	NaN	7.05	NaN	NaN	7.05	NaN	NaN	7.05	NaN	28.92	7.05	78.5
5/2/2016 5:50:41 PM	3545070641	1013.00	NaN	7.05	NaN	NaN	7.05	NaN	NaN	7.05	NaN	28.83	7.05	79.2
5/2/2016 5:50:42 PM	3545070642	1013.00	NaN	7.05	NaN	NaN	7.05	NaN	28.21	7.05	86.2	28.86	7.05	79.0
5/2/2016 5:50:43 PM	3545070643	1013.00	NaN	7.04	NaN	NaN	7.04	NaN	NaN	7.04	NaN	28.79	7.04	79.5
5/2/2016 5:50:44 PM	3545070644	1013.00	NaN	7.03	NaN	NaN	7.03	NaN	NaN	7.03	NaN	28.73	7.03	79.9
5/2/2016 5:50:45 PM	3545070645	1013.00	NaN	7.03	NaN	NaN	7.03	NaN	NaN	7.03	NaN	28.82	7.03	79.3
5/2/2016 5:50:46 PM	3545070646	1013.00	NaN	7.02	NaN	NaN	7.02	NaN	NaN	7.02	NaN	28.82	7.02	79.3
5/2/2016 5:50:47 PM	3545070647	1013.00	NaN	7.02	NaN	NaN	7.02	NaN	NaN	7.02	NaN	28.79	7.02	79.5
5/2/2016 5:50:48 PM	3545070648	1013.00	NaN	7.02	NaN	NaN	7.02	NaN	NaN	7.02	NaN	28.79	7.02	79.5
5/2/2016 5:50:49 PM	3545070649	1013.00	NaN	7.03	NaN	NaN	7.03	NaN	NaN	7.03	NaN	28.89	7.03	78.8
5/2/2016 5:50:50 PM	3545070650	1013.00	NaN	7.03	NaN	NaN	7.03	NaN	NaN	7.03	NaN	28.86	7.03	79.0
5/2/2016 5:50:51 PM	3545070651	1013.00	NaN	7.03	NaN	NaN	7.03	NaN	NaN	7.03	NaN	28.92	7.03	78.6
5/2/2016 5:50:52 PM	3545070652	1013.00	NaN	7.03	NaN	NaN	7.03	NaN	NaN	7.03	NaN	28.83	7.03	79.2
5/2/2016 5:50:53 PM	3545070653	1013.00	NaN	7.03	NaN	NaN	7.03	NaN	NaN	7.03	NaN	28.80	7.03	79.4
5/2/2016 5:50:54 PM	3545070654	1013.00	NaN	7.03	NaN	NaN	7.03	NaN	NaN	7.03	NaN	28.77	7.03	79.6
5/2/2016 5:50:55 PM	3545070655	1013.00	NaN	7.03	NaN	NaN	7.03	NaN	NaN	7.03	NaN	28.89	7.03	78.8
5/2/2016 5:50:56 PM	3545070656	1013.00	NaN	7.04	NaN	NaN	7.04	NaN	NaN	7.04	NaN	28.88	7.04	78.8
5/2/2016 5:50:57 PM	3545070657	1013.00	NaN	7.05	NaN	NaN	7.05	NaN	NaN	7.05	NaN	28.77	7.05	79.6
5/2/2016 5:50:58 PM	3545070658	1013.00	NaN	7.05	NaN	NaN	7.05	NaN	NaN	7.05	NaN	28.78	7.05	79.5
5/2/2016 5:50:59 PM	3545070659	1013.00	NaN	7.06	NaN	NaN	7.06	NaN	NaN	7.06	NaN	28.75	7.06	79.7
5/2/2016 5:51:00 PM	3545070660	1013.00	NaN	7.07	NaN	NaN	7.07	NaN	NaN	7.07	NaN	28.80	7.07	79.4
5/2/2016 5:51:01 PM	3545070661	1013.00	NaN	7.07	NaN	NaN	7.07	NaN	NaN	7.07	NaN	28.84	7.07	79.1
5/2/2016 5:51:02 PM	3545070662	1013.00	NaN	7.07	NaN	NaN	7.07	NaN	NaN	7.07	NaN	28.78	7.07	79.5
5/2/2016 5:51:03 PM	3545070663	1013.00	NaN	7.07	NaN	NaN	7.07	NaN	28.19	7.07	86.4	28.69	7.07	80.2
5/2/2016 5:51:04 PM	3545070664	1013.00	NaN	7.06	NaN	NaN	7.06	NaN	NaN	7.06	NaN	28.81	7.06	79.3
5/2/2016 5:51:05 PM	3545070665	1013.00	NaN	7.06	NaN	NaN	7.06	NaN	NaN	7.06	NaN	28.85	7.06	79.0
5/2/2016 5:51:06 PM	3545070666	1013.00	NaN	7.06	NaN	NaN	7.06	NaN	NaN	7.06	NaN	28.79	7.06	79.5
5/2/2016 5:51:07 PM	3545070667	1013.00	NaN	7.06	NaN	NaN	7.06	NaN	NaN	7.06	NaN	28.75	7.06	79.7
5/2/2016 5:51:08 PM	3545070668	1013.00	NaN	7.06	NaN	NaN	7.06	NaN	NaN	7.06	NaN	28.75	7.06	79.7
5/2/2016 5:51:09 PM	3545070669	1013.00	NaN	7.06	NaN	NaN	7.06	NaN	NaN	7.06	NaN	28.76	7.06	79.7
5/2/2016 5:51:10 PM	3545070670	1013.00	NaN	7.06	NaN	NaN	7.06	NaN	NaN	7.06	NaN	28.72	7.06	80.0
5/2/2016 5:51:11 PM	3545070671	1013.00	NaN	7.05	NaN	NaN	7.05	NaN	NaN	7.05	NaN	28.82	7.05	79.3
5/2/2016 5:51:12 PM	3545070672	1013.00	NaN	7.05	NaN	NaN	7.05	NaN	NaN	7.05	NaN	28.72	7.05	80.0
5/2/2016 5:51:13 PM	3545070673	1013.00	NaN	7.04	NaN	NaN	7.04	NaN	NaN	7.04	NaN	28.86	7.04	79.0
5/2/2016 5:51:14 PM	3545070674	1013.00	NaN	7.04	NaN	NaN	7.04	NaN	NaN	7.04	NaN	28.73	7.04	79.9
5/2/2016 5:51:15 PM	3545070675	1013.00	NaN	7.04	NaN	NaN	7.04	NaN	NaN	7.04	NaN	28.71	7.04	80.1
5/2/2016 5:51:16 PM	3545070676	1013.00	NaN	7.04	NaN	NaN	7.04	NaN	NaN	7.04	NaN	28.73	7.04	79.9
5/2/2016 5:51:17 PM	3545070677	1013.00	NaN	7.05	NaN	NaN	7.05	NaN	NaN	7.05	NaN	28.73	7.05	79.9
5/2/2016 5:51:18 PM	3545070678	1013.00	NaN	7.05	NaN	NaN	7.05	NaN	NaN	7.05	NaN	28.73	7.05	79.9
5/2/2016 5:51:19 PM	3545070679	1013.00	NaN	7.05	NaN	NaN	7.05	NaN	NaN	7.05	NaN	28.79	7.05	79.5
5/2/2016 5:51:20 PM	3545070680	1013.00	NaN	7.06	NaN	NaN	7.06	NaN	NaN	7.06	NaN	28.75	7.06	79.7
5/2/2016 5:51:21 PM	3545070681	1013.00	NaN	7.06	NaN	NaN	7.06	NaN	NaN	7.06	NaN	28.75	7.06	79.7
5/2/2016 5:51:22 PM	3545070682	1013.00	NaN	7.06	NaN	NaN	7.06	NaN	NaN	7.06	NaN	28.61	7.06	80.8
5/2/2016 5:51:23 PM	3545070683	1013.00	NaN	7.06	NaN	NaN	7.06	NaN	NaN	7.06	NaN	28.73	7.06	79.9
5/2/2016 5:51:24 PM	3545070684	1013.00	NaN	7.06	NaN	NaN	7.06	NaN	NaN	7.06	NaN	28.84	7.06	79.1
5/2/2016 5:51:25 PM	3545070685	1013.00	NaN	7.06	NaN	NaN	7.06	NaN	NaN	7.06	NaN	28.62	7.06	80.7
5/2/2016 5:51:26 PM	3545070686	1013.00	NaN	7.07	NaN	NaN	7.07	NaN	NaN	7.07	NaN	28.79	7.07	79.4
5/2/2016 5:51:27 PM	3545070687	1013.00	NaN	7.07	NaN	NaN	7.07	NaN	NaN	7.07	NaN	28.83	7.07	79.2
5/2/2016 5:51:28 PM	3545070688	1013.00	NaN	7.08	NaN	NaN	7.08	NaN	NaN	7.08	NaN	28.76	7.08	79.7
5/2/2016 5:51:29 PM	3545070689	1013.00	NaN	7.07	NaN	NaN	7.07	NaN	NaN	7.07	NaN	28.72	7.07	80.0
5/2/2016 5:51:30 PM	3545070690	1013.00	NaN	7.07	NaN	NaN	7.07	NaN	NaN	7.07	NaN	28.73	7.07	79.9
5/2/2016 5:51:31 PM	3545070691	1013.00	NaN	7.06	NaN	NaN	7.06	NaN	NaN	7.06	NaN	28.66	7.06	80.4
5/2/2016 5:51:32 PM	3545070692	1013.00	NaN	7.06	NaN	NaN	7.06	NaN	NaN	7.06	NaN	28.71	7.06	80.0
5/2/2016 5:51:33 PM	3545070693	1013.00	NaN	7.06	NaN	NaN	7.06	NaN	NaN	7.06	NaN	28.83	7.06	79.2
5/2/2016 5:51:34 PM	3545070694	1013.00	NaN	7.06	NaN	NaN	7.06	NaN	NaN	7.06	NaN	28.93	7.06	78.5
5/2/2016 5:51:35 PM	3545070695	1013.00	NaN	7.06	NaN	NaN	7.06	NaN	NaN	7.06	NaN	28.81	7.06	79.3
5/2/2016 5:51:36 PM	3545070696	1013.00	NaN	7.06	NaN	NaN	7.06	NaN	NaN	7.06	NaN	28.85	7.06	79.0
5/2/2016 5:51:37 PM	3545070697	1013.00	NaN	7.07	NaN	NaN	7.07	NaN	28.12	7.07	86.9	28.81	7.07	79.3
5/2/2016 5:51:38 PM	3545070698	1013.00	NaN	7.07	NaN	NaN	7.07	NaN	NaN	7.07	NaN	28.90	7.07	78.7
5/2/2016 5:51:39 PM	3545070699	1013.00	NaN	7.07	NaN	NaN	7.07	NaN	NaN	7.07	NaN	28.78	7.07	79.5
5/2/2016 5:51:40 PM	3545070700	1013.00	NaN	7.06	NaN	NaN	7.06	NaN	NaN	7.06	NaN	28.69	7.06	80.2
5/2/2016 5:51:41 PM	3545070701	1013.00	NaN	7.06	NaN	NaN	7.06	NaN	NaN	7.06	NaN	28.84	7.06	79.1
5/2/2016 5:51:42 PM	3545070702	1013.00	NaN	7.05	NaN	NaN	7.05	NaN	NaN	7.05	NaN	28.78	7.05	79.5
5/2/2016 5:51:43 PM	3545070703	1013.00	NaN	7.05	NaN	NaN	7.05	NaN	NaN	7.05	NaN	28.84	7.05	79.1
5/2/2016 5:51:44 PM	3545070704	1013.00	NaN	7.05	NaN	NaN	7.05	NaN	NaN	7.05	NaN	28.75	7.05	79.8
5/2/2016 5:51:45 PM	3545070705	1013.00	NaN	7.06	NaN	NaN	7.06	NaN	NaN	7.06	NaN	28.78	7.06	79.5
5/2/2016 5:51:46 PM	3545070706	1013.00	NaN	7.06	NaN	NaN	7.06	NaN	NaN	7.06	NaN	28.78	7.06	79.5
5/2/2016 5:51:47 PM	3545070707	1013.00	NaN	7.07	NaN	NaN	7.07	NaN	NaN	7.07	NaN	28.77	7.07	79.6
5/2/2016 5:51:48 PM	3545070708	1013.00	NaN	7.06	NaN	NaN	7.06	NaN	NaN	7.06	NaN	28.84	7.06	79.1
5/2/2016 5:51:49 PM	3545070709	1013.00	NaN	7.07	NaN	NaN	7.07	NaN	NaN	7.07	NaN	28.82	7.07	79.2
5/2/2016 5:51:50 PM	3545070710	1013.00	NaN	7.07	NaN	NaN	7.07	NaN	NaN	7.07	NaN	28.81	7.07	79.3
5/2/2016 5:51:51 PM	3545070711	1013.00	NaN	7.07	NaN	NaN	7.07	NaN	NaN	7.07	NaN	28.78	7.07	79.5
5/2/2016 5:51:52 PM	3545070712	1013.00	NaN	7.07	NaN	NaN	7.07	NaN	NaN	7.07	NaN	28.77	7.07	79.6
5/2/2016 5:51:53 PM	3545070713	1013.00	NaN	7.07	NaN	NaN	7.07	NaN	NaN	7.07	NaN	28.79	7.07	79.4
5/2/2016 5:51:54 PM	3545070714	1013.00	NaN	7.08	NaN	NaN	7.08	NaN	NaN	7.08	NaN	28.71	7.08	80.0
5/2/2016 5:51:55 PM	3545070715	1013.00	NaN	7.08	NaN	NaN	7.08	NaN	NaN	7.08	NaN	28.74	7.08	79.8
5/2/2016 5:51:56 PM	3545070716	1013.00	NaN	7.08	NaN	NaN	7.08	NaN	NaN	7.08	NaN	28.84	7.08	79.1
5/2/2016 5:51:57 PM	3545070717	1013.00	NaN	7.08	NaN	NaN	7.08	NaN	NaN	7.08	NaN	28.79	7.08	79.4
5/2/2016 5:51:58 PM	3545070718	1013.00	NaN	7.08	NaN	NaN	7.08	NaN	NaN	7.08	NaN	28.83	7.08	79.1
5/2/2016 5:51:59 PM	3545070719	1013.00	NaN	7.07	NaN	NaN	7.07	NaN	NaN	7.07	NaN	28.85	7.07	79.0
5/2/2016 5:52:00 PM	3545070720	1013.00	NaN	7.07	NaN	NaN	7.07	NaN	NaN	7.07	NaN	28.75	7.07	79.7
5/2/2016 5:52:01 PM	3545070721	1013.00	NaN	7.07	NaN	NaN	7.07	NaN	NaN	7.07	NaN	28.69	7.07	80.2
5/2/2016 5:52:02 PM	3545070722	1013.00	NaN	7.07	NaN	NaN	7.07	NaN	NaN	7.07	NaN	28.78	7.07	79.5
5/2/2016 5:52:03 PM	3545070723	1013.00	NaN	7.07	NaN	NaN	7.07	NaN	NaN	7.07	NaN	28.85	7.07	79.0
5/2/2016 5:52:04 PM	3545070724	1013.00	NaN	7.07	NaN	NaN	7.07	NaN	NaN	7.07	NaN	28.71	7.07	80.0
5/2/2016 5:52:05 PM	3545070725	1013.00	NaN	7.07	NaN	NaN	7.07	NaN	NaN	7.07	NaN	28.76	7.07	79.7
5/2/2016 5:52:06 PM	3545070726	1013.00	NaN	7.07	NaN	NaN	7.07	NaN	NaN	7.07	NaN	28.81	7.07	79.3
5/2/2016 5:52:07 PM	3545070727	1013.00	NaN	7.07	NaN	NaN	7.07	NaN	NaN	7.07	NaN	28.75	7.07	79.7
5/2/2016 5:52:08 PM	3545070728	1013.00	NaN	7.07	NaN	NaN	7.07	NaN	NaN	7.07	NaN	28.75	7.07	79.7
5/2/2016 5:52:09 PM	3545070729	1013.00	NaN	7.07	NaN	NaN	7.07	NaN	NaN	7.07	NaN	28.75	7.07	79.7
5/2/2016 5:52:10 PM	3545070730	1013.00	NaN	7.07	NaN	NaN	7.07	NaN	NaN	7.07	NaN	28.92	7.07	78.5
5/2/2016 5:52:11 PM	3545070731	1013.00	NaN	7.08	NaN	NaN	7.08	NaN	NaN	7.08	NaN	28.79	7.08	79.4
5/2/2016 5:52:12 PM	3545070732	1013.00	NaN	7.07	NaN	NaN	7.07	NaN	NaN	7.07	NaN	28.76	7.07	79.7
5/2/2016 5:52:13 PM	3545070733	1013.00	NaN	7.08	NaN	NaN	7.08	NaN	NaN	7.08	NaN	28.90	7.08	78.6
5/2/2016 5:52:14 PM	3545070734	1013.00	NaN	7.07	NaN	NaN	7.07	NaN	NaN	7.07	NaN	28.85	7.07	79.0
5/2/2016 5:52:15 PM	3545070735	1013.00	NaN	7.07	NaN	NaN	7.07	NaN	NaN	7.07	NaN	28.80	7.07	79.4
5/2/2016 5:52:16 PM	3545070736	1013.00	NaN	7.07	NaN	NaN	7.07	NaN	NaN	7.07	NaN	28.88	7.07	78.8
5/2/2016 5:52:17 PM	3545070737	1013.00	NaN	7.08	NaN	NaN	7.08	NaN	NaN	7.08	NaN	28.82	7.08	79.2
5/2/2016 5:52:18 PM	3545070738	1013.00	NaN	7.07	NaN	NaN	7.07	NaN	NaN	7.07	NaN	28.82	7.07	79.2
5/2/2016 5:52:19 PM	3545070739	1013.00	NaN	7.07	NaN	NaN	7.07	NaN	NaN	7.07	NaN	28.79	7.07	79.4
5/2/2016 5:52:20 PM	3545070740	1013.00	NaN	7.07	NaN	NaN	7.07	NaN	NaN	7.07	NaN	28.81	7.07	79.3
5/2/2016 5:52:21 PM	3545070741	1013.00	NaN	7.06	NaN	NaN	7.06	NaN	NaN	7.06	NaN	28.80	7.06	79.4
5/2/2016 5:52:22 PM	3545070742	1013.00	NaN	7.06	NaN	NaN	7.06	NaN	NaN	7.06	NaN	28.87	7.06	78.9
5/2/2016 5:52:23 PM	3545070743	1013.00	NaN	7.05	NaN	NaN	7.05	NaN	NaN	7.05	NaN	28.82	7.05	79.3
5/2/2016 5:52:24 PM	3545070744	1013.00	NaN	7.05	NaN	NaN	7.05	NaN	NaN	7.05	NaN	28.82	7.05	79.3
5/2/2016 5:52:25 PM	3545070745	1013.00	NaN	7.05	NaN	NaN	7.05	NaN	NaN	7.05	NaN	28.81	7.05	79.3
5/2/2016 5:52:26 PM	3545070746	1013.00	NaN	7.05	NaN	NaN	7.05	NaN	NaN	7.05	NaN	28.88	7.05	78.8
5/2/2016 5:52:27 PM	3545070747	1013.00	NaN	7.05	NaN	NaN	7.05	NaN	NaN	7.05	NaN	28.91	7.05	78.6
5/2/2016 5:52:28 PM	3545070748	1013.00	NaN	7.05	NaN	NaN	7.05	NaN	NaN	7.05	NaN	28.79	7.05	79.5
5/2/2016 5:52:29 PM	3545070749	1013.00	NaN	7.05	NaN	NaN	7.05	NaN	NaN	7.05	NaN	28.83	7.05	79.2
5/2/2016 5:52:30 PM	3545070750	1013.00	NaN	7.06	NaN	NaN	7.06	NaN	NaN	7.06	NaN	28.81	7.06	79.3
5/2/2016 5:52:31 PM	3545070751	1013.00	NaN	7.06	NaN	NaN	7.06	NaN	NaN	7.06	NaN	28.87	7.06	78.9
5/2/2016 5:52:32 PM	3545070752	1013.00	NaN	7.06	NaN	NaN	7.06	NaN	NaN	7.06	NaN	28.86	7.06	79.0
5/2/2016 5:52:33 PM	3545070753	1013.00	NaN	7.06	NaN	NaN	7.06	NaN	NaN	7.06	NaN	28.90	7.06	78.7
5/2/2016 5:52:34 PM	3545070754	1013.00	NaN	7.06	NaN	NaN	7.06	NaN	NaN	7.06	NaN	28.77	7.06	79.6
5/2/2016 5:52:35 PM	3545070755	1013.00	NaN	7.07	NaN	NaN	7.07	NaN	NaN	7.07	NaN	28.76	7.07	79.7
5/2/2016 5:52:36 PM	3545070756	1013.00	NaN	7.07	NaN	NaN	7.07	NaN	NaN	7.07	NaN	28.86	7.07	78.9
5/2/2016 5:52:37 PM	3545070757	1013.00	NaN	7.07	NaN	NaN	7.07	NaN	NaN	7.07	NaN	28.82	7.07	79.2
5/2/2016 5:52:38 PM	3545070758	1013.00	NaN	7.07	NaN	NaN	7.07	NaN	NaN	7.07	NaN	28.78	7.07	79.5
5/2/2016 5:52:39 PM	3545070759	1013.00	NaN	7.07	NaN	NaN	7.07	NaN	NaN	7.07	NaN	28.70	7.07	80.1
5/2/2016 5:52:40 PM	3545070760	1013.00	NaN	7.07	NaN	NaN	7.07	NaN	NaN	7.07	NaN	28.68	7.07	80.2
5/2/2016 5:52:41 PM	3545070761	1013.00	NaN	7.07	NaN	NaN	7.07	NaN	NaN	7.07	NaN	28.70	7.07	80.1
5/2/2016 5:52:42 PM	3545070762	1013.00	NaN	7.07	NaN	NaN	7.07	NaN	NaN	7.07	NaN	28.81	7.07	79.3
5/2/2016 5:52:43 PM	3545070763	1013.00	NaN	7.07	NaN	NaN	7.07	NaN	NaN	7.07	NaN	28.86	7.07	78.9
5/2/2016 5:52:44 PM	3545070764	1013.00	NaN	7.06	NaN	NaN	7.06	NaN	NaN	7.06	NaN	28.73	7.06	79.9
5/2/2016 5:52:45 PM	3545070765	1013.00	NaN	7.06	NaN	NaN	7.06	NaN	NaN	7.06	NaN	28.85	7.06	79.0
5/2/2016 5:52:46 PM	3545070766	1013.00	NaN	7.06	NaN	NaN	7.06	NaN	NaN	7.06	NaN	28.84	7.06	79.1
5/2/2016 5:52:47 PM	3545070767	1013.00	NaN	7.05	NaN	NaN	7.05	NaN	NaN	7.05	NaN	28.87	7.05	78.9
5/2/2016 5:52:48 PM	3545070768	1013.00	NaN	7.05	NaN	NaN	7.05	NaN	NaN	7.05	NaN	28.79	7.05	79.5
5/2/2016 5:52:49 PM	3545070769	1013.00	NaN	7.05	NaN	NaN	7.05	NaN	NaN	7.05	NaN	28.75	7.05	79.8
5/2/2016 5:52:50 PM	3545070770	1013.00	NaN	7.05	NaN	NaN	7.05	NaN	NaN	7.05	NaN	28.86	7.05	79.0
5/2/2016 5:52:51 PM	3545070771	1013.00	NaN	7.05	NaN	NaN	7.05	NaN	NaN	7.05	NaN	28.85	7.05	79.0
5/2/2016 5:52:52 PM	3545070772	1013.00	NaN	7.05	NaN	NaN	7.05	NaN	NaN	7.05	NaN	28.94	7.05	78.4
5/2/2016 5:52:53 PM	3545070773	1013.00	NaN	7.05	NaN	NaN	7.05	NaN	NaN	7.05	NaN	28.97	7.05	78.2
5/2/2016 5:52:54 PM	3545070774	1013.00	NaN	7.06	NaN	NaN	7.06	NaN	NaN	7.06	NaN	28.89	7.06	78.7
5/2/2016 5:52:55 PM	3545070775	1013.00	NaN	7.06	NaN	NaN	7.06	NaN	NaN	7.06	NaN	28.93	7.06	78.5
5/2/2016 5:52:56 PM	3545070776	1013.00	NaN	7.06	NaN	NaN	7.06	NaN	NaN	7.06	NaN	28.95	7.06	78.3
5/2/2016 5:52:57 PM	3545070777	1013.00	NaN	7.05	NaN	NaN	7.05	NaN	NaN	7.05	NaN	28.94	7.05	78.4
5/2/2016 5:52:58 PM	3545070778	1013.00	NaN	7.05	NaN	NaN	7.05	NaN	NaN	7.05	NaN	28.98	7.05	78.1
5/2/2016 5:52:59 PM	3545070779	1013.00	NaN	7.05	NaN	NaN	7.05	NaN	NaN	7.05	NaN	28.87	7.05	78.9
5/2/2016 5:53:00 PM	3545070780	1013.00	NaN	7.05	NaN	NaN	7.05	NaN	NaN	7.05	NaN	28.93	7.05	78.5
5/2/2016 5:53:01 PM	3545070781	1013.00	NaN	7.06	NaN	NaN	7.06	NaN	NaN	7.06	NaN	28.95	7.06	78.3
5/2/2016 5:53:02 PM	3545070782	1013.00	NaN	7.06	NaN	NaN	7.06	NaN	NaN	7.06	NaN	28.88	7.06	78.8
5/2/2016 5:53:03 PM	3545070783	1013.00	NaN	7.06	NaN	NaN	7.06	NaN	NaN	7.06	NaN	28.89	7.06	78.7
5/2/2016 5:53:04 PM	3545070784	1013.00	NaN	7.06	NaN	NaN	7.06	NaN	NaN	7.06	NaN	28.95	7.06	78.3
5/2/2016 5:53:05 PM	3545070785	1013.00	NaN	7.06	NaN	NaN	7.06	NaN	NaN	7.06	NaN	28.94	7.06	78.4
5/2/2016 5:53:06 PM	3545070786	1013.00	NaN	7.06	NaN	NaN	7.06	NaN	NaN	7.06	NaN	28.95	7.06	78.3
5/2/2016 5:53:07 PM	3545070787	1013.00	NaN	7.06	NaN	NaN	7.06	NaN	NaN	7.06	NaN	28.94	7.06	78.4
5/2/2016 5:53:08 PM	3545070788	1013.00	NaN	7.07	NaN	NaN	7.07	NaN	NaN	7.07	NaN	28.89	7.07	78.7
5/2/2016 5:53:09 PM	3545070789	1013.00	NaN	7.07	NaN	NaN	7.07	NaN	NaN	7.07	NaN	28.96	7.07	78.2
5/2/2016 5:53:10 PM	3545070790	1013.00	NaN	7.08	NaN	NaN	7.08	NaN	NaN	7.08	NaN	28.95	7.08	78.3
5/2/2016 5:53:11 PM	3545070791	1013.00	NaN	7.08	NaN	NaN	7.08	NaN	NaN	7.08	NaN	28.95	7.08	78.3
5/2/2016 5:53:12 PM	3545070792	1013.00	NaN	7.09	NaN	NaN	7.09	NaN	NaN	7.09	NaN	28.85	7.09	79.0
5/2/2016 5:53:13 PM	3545070793	1013.00	NaN	7.09	NaN	NaN	7.09	NaN	NaN	7.09	NaN	28.93	7.09	78.4
5/2/2016 5:53:14 PM	3545070794	1013.00	NaN	7.08	NaN	NaN	7.08	NaN	NaN	7.08	NaN	28.99	7.08	78.0
5/2/2016 5:53:15 PM	3545070795	1013.00	NaN	7.08	NaN	NaN	7.08	NaN	NaN	7.08	NaN	28.86	7.08	78.9
5/2/2016 5:53:16 PM	3545070796	1013.00	NaN	7.07	NaN	NaN	7.07	NaN	NaN	7.07	NaN	28.92	7.07	78.5
5/2/2016 5:53:17 PM	3545070797	1013.00	NaN	7.07	NaN	NaN	7.07	NaN	NaN	7.07	NaN	28.96	7.07	78.2
5/2/2016 5:53:18 PM	3545070798	1013.00	NaN	7.07	NaN	NaN	7.07	NaN	NaN	7.07	NaN	28.95	7.07	78.3
5/2/2016 5:53:19 PM	3545070799	1013.00	NaN	7.07	NaN	NaN	7.07	NaN	NaN	7.07	NaN	28.92	7.07	78.5
5/2/2016 5:53:20 PM	3545070800	1013.00	NaN	7.07	NaN	NaN	7.07	NaN	NaN	7.07	NaN	28.94	7.07	78.4
5/2/2016 5:53:21 PM	3545070801	1013.00	NaN	7.08	NaN	NaN	7.08	NaN	NaN	7.08	NaN	28.87	7.08	78.9
5/2/2016 5:53:22 PM	3545070802	1013.00	NaN	7.08	NaN	NaN	7.08	NaN	NaN	7.08	NaN	29.00	7.08	77.9
5/2/2016 5:53:23 PM	3545070803	1013.00	NaN	7.08	NaN	NaN	7.08	NaN	NaN	7.08	NaN	28.91	7.08	78.6
5/2/2016 5:53:24 PM	3545070804	1013.00	NaN	7.08	NaN	NaN	7.08	NaN	NaN	7.08	NaN	28.94	7.08	78.4
